"dep_delay","arr_delay","air_time","origin","dest","carrier","month","day","hour"
44,42,107,"EWR","TYS","EV",12,31,16
17,17,80,"LGA","DTW","MQ",11,8,8
2,0,230,"LGA","DEN","UA",2,21,17
36,24,45,"JFK","BTV","B6",12,5,16
-6,0,154,"LGA","MIA","AA",11,28,9
-10,-18,72,"JFK","CLE","MQ",11,30,14
8,-14,298,"JFK","LAS","DL",8,6,15
-2,-26,277,"JFK","SLC","DL",3,9,9
-2,-18,139,"EWR","STL","WN",1,11,17
-4,-29,350,"EWR","SFO","UA",6,4,20
-4,1,131,"EWR","MCO","B6",6,6,6
31,39,58,"LGA","DCA","US",11,10,16
29,8,105,"EWR","ORD","UA",7,24,18
-6,-8,51,"JFK","DCA","MQ",4,9,11
-3,-24,367,"JFK","SFO","DL",2,5,17
-10,-14,46,"EWR","BOS","B6",8,8,11
7,-4,107,"LGA","ATL","MQ",3,7,14
24,-5,133,"LGA","FLL","B6",8,4,9
11,20,66,"LGA","CLE","MQ",3,14,18
-5,-16,34,"JFK","BOS","AA",2,7,12
-6,-10,78,"LGA","CLT","US",5,17,14
-6,-23,304,"EWR","LAX","UA",6,8,10
-5,-33,141,"EWR","MIA","AA",4,6,12
27,24,90,"JFK","CHS","B6",3,8,14
0,-13,263,"JFK","SLC","DL",6,28,7
-1,-11,191,"JFK","SJU","B6",5,19,8
-1,36,98,"JFK","CVG","MQ",7,19,16
-5,-12,104,"LGA","CLT","US",3,24,10
-5,-24,105,"EWR","ORD","MQ",3,12,12
-6,-20,98,"EWR","ATL","DL",9,29,7
-1,10,203,"EWR","IAH","UA",4,24,6
-5,-21,46,"JFK","ROC","B6",7,31,22
-2,-12,38,"JFK","BOS","AA",1,10,8
-7,-42,286,"EWR","LAS","UA",5,9,6
-1,-4,164,"JFK","FLL","B6",2,25,11
-5,-2,74,"LGA","DTW","DL",7,16,12
-8,-26,55,"JFK","ROC","B6",1,27,17
-3,33,98,"LGA","CLT","EV",12,22,8
-3,-10,150,"LGA","MSP","DL",6,18,6
20,19,69,"LGA","RDU","MQ",5,3,19
4,-32,300,"JFK","LAX","AA",9,3,13
-1,-14,182,"LGA","DFW","AA",6,25,6
-1,-2,323,"EWR","SEA","UA",8,17,15
-1,-21,311,"EWR","SEA","UA",8,26,6
-1,-4,155,"JFK","FLL","AA",2,8,15
0,-7,135,"LGA","MCO","DL",6,29,15
81,68,52,"EWR","BUF","EV",3,14,10
-2,10,137,"LGA","MCO","B6",10,7,9
-6,-17,154,"JFK","TPA","DL",2,28,18
-6,-6,325,"JFK","LAX","AA",8,3,7
10,39,167,"JFK","FLL","B6",12,27,8
2,2,200,"EWR","DFW","UA",1,18,18
-2,-20,137,"JFK","FLL","B6",9,30,7
-2,9,122,"JFK","ATL","DL",11,30,6
21,29,317,"EWR","LAX","UA",8,2,18
6,-20,129,"EWR","TPA","UA",8,7,20
-11,-13,35,"EWR","MHT","EV",1,9,14
-5,-19,65,"JFK","PIT","9E",10,28,7
-4,-30,69,"LGA","GSO","EV",2,9,16
-13,-2,101,"EWR","IND","EV",4,16,6
-5,-14,38,"LGA","DCA","US",7,18,7
-3,-11,89,"JFK","CLT","B6",3,27,16
37,40,110,"EWR","ORD","UA",8,13,18
-3,-25,79,"EWR","DTW","EV",2,17,8
0,-2,334,"JFK","LAX","AA",9,27,9
-4,0,167,"JFK","MSP","9E",1,19,18
-1,-26,105,"LGA","ORD","UA",8,21,18
3,-11,155,"LGA","MIA","DL",1,1,11
-6,-32,131,"JFK","TPA","DL",5,29,8
-11,-6,140,"JFK","BNA","9E",1,21,16
-2,-18,162,"LGA","RSW","B6",11,23,13
23,52,173,"LGA","XNA","MQ",6,18,15
19,14,96,"LGA","ATL","DL",8,27,15
27,-5,100,"LGA","MDW","WN",7,17,20
-9,12,141,"JFK","MCO","AA",4,23,6
0,-22,302,"JFK","LAX","AA",7,2,10
-3,-1,82,"LGA","CMH","MQ",4,11,11
21,3,182,"EWR","HOU","WN",8,7,17
38,31,150,"JFK","FLL","B6",12,21,18
-9,10,158,"LGA","MIA","AA",4,14,7
6,-39,322,"JFK","SFO","UA",5,6,17
-1,-14,36,"JFK","BOS","B6",3,2,13
-5,-12,228,"LGA","DEN","UA",2,18,8
3,5,344,"EWR","SFO","UA",9,24,15
9,10,115,"EWR","MDW","WN",4,2,12
-3,-24,132,"JFK","TPA","B6",9,11,10
0,16,140,"JFK","PBI","B6",7,30,6
-5,-8,49,"EWR","RIC","EV",3,23,8
-4,-34,143,"EWR","XNA","EV",11,13,8
20,-5,134,"LGA","PBI","B6",1,27,13
17,1,46,"JFK","IAD","EV",3,21,13
-3,-13,335,"EWR","SFO","UA",8,12,15
-4,-18,354,"JFK","SFO","DL",4,23,7
82,105,115,"EWR","ORD","MQ",1,13,21
-5,-18,147,"LGA","MIA","AA",2,22,6
12,-31,330,"EWR","SFO","VX",5,1,10
107,91,190,"EWR","IAH","UA",4,22,20
-2,-19,328,"JFK","SEA","DL",11,11,18
8,23,329,"EWR","LAS","UA",4,9,18
-1,-9,155,"LGA","TPA","DL",7,2,15
-8,-8,35,"JFK","BOS","DL",11,23,14
119,100,138,"LGA","TPA","B6",7,29,16
-4,5,122,"LGA","ATL","MQ",4,2,16
-2,-13,223,"EWR","DEN","UA",6,5,18
4,9,87,"LGA","RDU","MQ",12,7,8
-3,-12,306,"EWR","PHX","UA",11,24,12
-15,-47,142,"EWR","MCI","EV",8,30,11
-9,-38,137,"LGA","FLL","B6",2,18,6
-4,12,173,"LGA","FLL","DL",2,15,19
-8,-20,46,"JFK","PWM","B6",7,31,13
-5,-24,203,"LGA","DFW","AA",2,28,6
-4,-5,112,"LGA","ATL","MQ",3,1,8
-5,-7,130,"LGA","ORD","AA",11,10,9
-3,0,189,"LGA","DFW","AA",10,25,13
-6,-34,183,"LGA","IAH","UA",10,2,6
4,-10,302,"JFK","LAS","AA",4,28,17
-9,-36,76,"LGA","CLT","EV",9,5,12
21,-7,64,"EWR","CLE","UA",6,30,17
-8,-1,51,"EWR","BUF","EV",10,21,8
81,51,180,"LGA","DFW","AA",8,31,10
5,1,65,"EWR","RDU","EV",5,10,6
0,-26,290,"EWR","LAS","UA",9,25,21
24,15,99,"EWR","SDF","EV",4,21,21
-1,-7,111,"LGA","DTW","MQ",1,6,13
-7,-15,80,"LGA","CMH","MQ",11,27,12
-5,-9,142,"LGA","PBI","DL",12,28,10
12,29,333,"JFK","PHX","US",12,6,13
2,-11,117,"EWR","ORD","UA",4,14,17
-5,-51,317,"JFK","SEA","DL",8,14,14
-3,-10,201,"EWR","STT","UA",2,6,9
3,-6,33,"LGA","SYR","9E",12,3,21
-3,20,332,"JFK","PDX","B6",9,2,20
-7,-18,46,"LGA","DCA","US",10,17,16
-12,-16,43,"LGA","BOS","US",2,19,12
-5,-14,229,"LGA","DEN","DL",3,5,8
24,2,133,"EWR","MSP","EV",5,7,17
73,76,159,"EWR","FLL","UA",10,22,18
67,69,89,"EWR","MYR","EV",2,5,8
-7,-33,199,"LGA","DFW","AA",3,6,6
4,9,338,"EWR","LAX","UA",4,15,9
101,92,77,"EWR","CMH","EV",2,27,17
-4,1,348,"EWR","SAN","UA",11,22,14
-1,6,72,"LGA","RDU","MQ",3,2,10
-10,-26,95,"EWR","CVG","EV",3,28,17
-6,-12,234,"LGA","DEN","DL",10,31,8
-3,-1,166,"LGA","MIA","AA",12,11,9
-3,-6,80,"EWR","CLT","EV",10,15,21
-5,-33,144,"LGA","TPA","DL",1,28,19
-5,-24,76,"LGA","DTW","DL",6,23,12
2,-21,144,"JFK","MIA","DL",11,5,18
-4,-19,37,"JFK","BOS","DL",2,24,20
-3,-8,45,"EWR","DCA","EV",2,14,19
-1,-15,73,"LGA","CMH","MQ",6,20,18
-4,-29,144,"JFK","MIA","DL",5,15,18
20,36,326,"JFK","LAS","DL",3,16,15
102,83,41,"EWR","MHT","EV",4,23,21
9,-4,302,"EWR","LAS","UA",3,19,18
57,37,75,"LGA","CLT","US",5,27,7
2,-19,114,"LGA","ORD","AA",11,14,17
-9,-2,171,"LGA","MIA","DL",12,29,11
2,2,168,"EWR","MSP","EV",11,10,8
-1,-3,230,"LGA","DEN","WN",8,8,11
-6,3,172,"EWR","MIA","AA",3,24,17
43,1,316,"EWR","PDX","UA",6,18,18
-7,-6,38,"LGA","DCA","US",7,30,7
29,19,121,"EWR","BNA","EV",2,20,10
2,-18,127,"EWR","MCO","UA",5,29,15
-2,-13,108,"LGA","ATL","DL",10,25,7
-5,1,55,"EWR","BUF","EV",11,23,18
-2,1,45,"LGA","DCA","US",11,26,6
-2,24,80,"LGA","DTW","DL",10,25,19
9,5,204,"JFK","SJU","AA",8,2,6
-9,-1,36,"EWR","BOS","B6",4,24,12
-1,-1,38,"EWR","BWI","WN",2,13,12
-5,-1,102,"EWR","CVG","EV",10,16,17
-5,-25,130,"LGA","MCO","DL",11,17,12
-7,-16,107,"LGA","ORD","UA",6,22,9
-4,-38,152,"EWR","MSY","WN",10,12,7
-5,-26,144,"JFK","MIA","DL",5,3,16
8,-11,190,"EWR","IAH","UA",8,3,16
-3,10,330,"JFK","LAX","UA",11,1,8
-9,-19,100,"LGA","ATL","MQ",9,5,19
1,-12,328,"EWR","LAX","UA",6,1,13
1,-28,185,"JFK","AUS","DL",6,11,16
-7,-6,53,"JFK","BUF","B6",10,1,13
0,-24,204,"EWR","DEN","UA",8,29,12
4,19,112,"JFK","CHS","B6",12,26,7
-8,-23,129,"EWR","STL","EV",4,3,21
-3,16,351,"JFK","LAX","AA",11,16,10
-5,11,159,"LGA","FLL","DL",3,26,17
-3,5,34,"JFK","BWI","9E",9,28,8
15,4,135,"LGA","TPA","DL",5,22,8
24,9,54,"EWR","ORF","EV",11,26,11
0,-22,151,"JFK","MIA","DL",3,5,8
10,4,106,"EWR","ORD","MQ",9,29,11
0,6,309,"JFK","LAS","DL",12,12,8
-4,-27,325,"EWR","LAX","UA",2,24,13
-1,-22,132,"EWR","FLL","UA",10,14,18
-5,-7,111,"EWR","ORD","UA",10,3,15
0,-18,600,"EWR","HNL","UA",11,3,13
-4,-13,156,"EWR","FLL","UA",9,3,7
48,63,178,"JFK","RSW","B6",1,5,11
-5,-19,81,"EWR","DTW","EV",1,30,8
3,-13,184,"JFK","HOU","B6",5,21,8
-6,-14,99,"JFK","CHS","B6",10,25,13
9,21,123,"JFK","JAX","B6",2,8,13
-12,2,176,"LGA","DSM","9E",10,16,19
-6,-11,93,"LGA","DTW","MQ",12,31,8
0,-23,180,"EWR","IAH","UA",6,22,16
-11,-23,45,"EWR","BTV","EV",12,11,7
8,-9,117,"EWR","BNA","WN",11,27,13
6,0,95,"JFK","CHS","B6",11,14,14
-4,-25,283,"JFK","LAS","DL",6,22,19
-10,-14,80,"LGA","DTW","MQ",7,30,20
63,66,52,"JFK","BUF","B6",2,26,18
-10,-26,45,"JFK","DCA","MQ",11,28,21
114,97,71,"LGA","CMH","MQ",7,12,19
-2,8,128,"LGA","MKE","WN",5,28,6
-6,-17,128,"EWR","MCO","UA",10,30,14
-7,-12,157,"EWR","PBI","UA",1,20,10
94,86,45,"JFK","BWI","MQ",12,5,16
7,-23,117,"JFK","IND","9E",12,23,14
-9,53,209,"LGA","IAH","UA",5,10,13
-2,-3,85,"EWR","DTW","EV",6,12,8
-5,14,114,"EWR","ATL","EV",5,29,9
1,-25,199,"JFK","DFW","9E",5,10,15
-2,-3,340,"EWR","LAX","AA",12,12,18
15,13,156,"EWR","MIA","UA",12,27,20
4,-28,143,"LGA","MSP","DL",4,19,18
-1,12,79,"JFK","CLE","MQ",12,17,14
1,-8,104,"LGA","ATL","DL",8,22,12
-6,-11,42,"LGA","DCA","US",1,7,20
0,-28,113,"LGA","ORD","AA",12,24,8
29,24,106,"LGA","MKE","WN",8,18,19
-6,3,42,"LGA","BOS","US",10,31,13
-2,34,136,"JFK","MCO","B6",5,3,9
-5,-10,100,"EWR","ATL","DL",5,17,6
-5,16,42,"LGA","DCA","US",6,12,8
-6,-53,138,"JFK","MIA","DL",1,29,8
-2,-7,326,"EWR","LAX","VX",12,14,9
-5,0,287,"JFK","PHX","US",5,12,6
13,16,93,"EWR","CHS","EV",4,18,17
62,72,274,"EWR","PHX","US",6,27,16
-5,-16,92,"LGA","DTW","DL",11,26,9
20,12,144,"EWR","FLL","B6",10,11,12
-4,-14,113,"JFK","ORD","9E",7,10,8
-5,-21,61,"EWR","CLE","UA",3,25,20
13,0,40,"EWR","BWI","WN",1,16,18
107,102,348,"JFK","SAN","B6",1,11,16
33,101,69,"EWR","GSO","EV",7,8,16
-8,13,71,"LGA","CLE","MQ",3,1,8
70,62,42,"EWR","IAD","EV",5,17,14
-6,-16,123,"JFK","ORD","B6",5,17,6
-5,-15,67,"JFK","PIT","MQ",11,15,14
-5,-35,120,"EWR","STL","EV",9,26,14
-5,-27,186,"JFK","HOU","B6",5,25,14
-4,-14,75,"LGA","DTW","DL",3,28,7
-2,-10,334,"EWR","SAN","UA",4,13,8
-6,-14,96,"LGA","ATL","DL",8,29,11
3,0,356,"EWR","SNA","UA",4,15,7
-2,41,157,"JFK","FLL","B6",7,1,8
47,31,116,"JFK","JAX","9E",6,21,19
-3,-26,134,"EWR","MCO","UA",10,2,17
-1,18,61,"JFK","BUF","B6",1,24,9
0,-10,115,"LGA","ATL","DL",3,22,9
-6,17,66,"LGA","RDU","MQ",9,10,8
48,61,105,"JFK","IND","MQ",7,1,15
16,73,112,"JFK","CHS","B6",12,14,14
48,27,155,"EWR","OMA","EV",8,28,20
0,-9,47,"JFK","BTV","B6",1,27,17
-11,-11,135,"LGA","STL","AA",4,26,17
-1,-24,243,"EWR","HDN","UA",1,5,8
-4,23,163,"JFK","RSW","B6",2,3,6
-8,-19,32,"LGA","BOS","US",10,8,20
52,69,35,"LGA","BOS","US",11,4,17
0,0,43,"JFK","BOS","9E",4,28,8
4,3,79,"LGA","CMH","MQ",3,14,15
5,12,145,"JFK","FLL","B6",7,22,10
10,-5,45,"JFK","DCA","MQ",12,18,17
0,-8,99,"LGA","MDW","WN",7,9,6
30,27,43,"EWR","DCA","EV",6,17,13
3,0,325,"JFK","LAX","B6",5,27,20
-7,-36,35,"JFK","BWI","MQ",3,28,18
-2,12,166,"LGA","FLL","DL",3,4,9
-4,-25,141,"LGA","MSP","DL",3,20,6
-1,-5,349,"JFK","SFO","UA",10,28,17
-7,-2,37,"LGA","DCA","US",8,5,14
-1,19,351,"EWR","SEA","AS",3,17,18
-7,-15,37,"LGA","BOS","US",10,17,15
-5,-28,46,"LGA","PWM","DL",8,10,18
10,13,226,"LGA","DFW","AA",2,21,15
-9,8,335,"EWR","LAX","VX",11,11,9
26,12,140,"EWR","MEM","EV",11,3,13
-3,-10,75,"LGA","CMH","MQ",7,25,12
-8,-6,91,"EWR","CLT","US",2,4,15
36,12,143,"LGA","FLL","DL",3,30,11
90,84,324,"JFK","LAX","AA",10,10,21
-3,-17,47,"JFK","BTV","B6",1,8,9
-3,-31,167,"EWR","DFW","UA",7,18,13
-6,-24,180,"LGA","DFW","AA",5,8,6
-1,-1,51,"JFK","ROC","B6",7,11,9
101,104,154,"EWR","MSP","EV",8,13,15
14,38,324,"JFK","SEA","DL",4,25,19
-10,-26,41,"EWR","BOS","UA",10,26,21
78,93,106,"EWR","BNA","EV",6,12,19
19,13,47,"JFK","PWM","B6",1,27,22
53,32,154,"JFK","MSY","B6",10,10,21
-5,18,57,"JFK","BTV","B6",2,21,22
-2,-4,120,"EWR","BNA","WN",11,1,13
-3,28,129,"JFK","BNA","MQ",7,19,16
5,-4,359,"JFK","SFO","UA",12,15,17
13,18,354,"JFK","LAX","VX",2,8,13
52,77,345,"JFK","LAX","VX",5,19,20
1,-28,294,"EWR","LAX","UA",7,15,13
-2,-45,282,"JFK","LAS","DL",5,12,15
82,65,65,"JFK","CMH","MQ",6,14,19
-1,-38,340,"JFK","SFO","B6",1,12,19
44,25,218,"EWR","DEN","WN",4,18,15
-2,77,300,"EWR","LAS","UA",10,13,17
18,-2,318,"JFK","LAX","DL",5,28,9
-5,-26,141,"EWR","FLL","UA",7,6,6
-4,-19,42,"LGA","BOS","US",3,22,16
-2,-25,156,"JFK","TPA","DL",2,22,8
-12,-28,105,"LGA","ATL","MQ",3,28,9
1,-4,324,"JFK","LAS","B6",1,9,9
94,81,161,"JFK","MIA","AA",1,30,9
36,23,103,"EWR","SAV","EV",7,5,16
-1,9,353,"EWR","LAX","VX",12,19,9
18,-10,75,"LGA","DTW","MQ",6,26,10
73,66,122,"JFK","ORD","B6",2,15,16
-2,-27,186,"LGA","HOU","WN",9,14,6
-2,-12,140,"JFK","TPA","DL",7,27,8
-5,-23,129,"EWR","MCO","UA",8,24,15
-4,-32,237,"JFK","EGE","AA",3,2,17
9,-4,305,"EWR","PHX","WN",1,26,8
-6,7,126,"EWR","ATL","DL",11,1,7
13,11,50,"JFK","IAD","EV",3,29,19
-6,-37,222,"LGA","DEN","UA",3,31,7
-8,-21,136,"EWR","RSW","B6",7,14,8
-14,6,155,"LGA","TPA","B6",6,3,7
-1,0,353,"JFK","SFO","UA",11,5,18
-3,-30,186,"JFK","SJU","DL",11,7,6
31,22,158,"EWR","MIA","UA",11,12,9
4,-16,189,"JFK","SJU","DL",4,26,8
37,24,324,"EWR","LAX","UA",9,19,18
-6,-21,133,"JFK","ORD","9E",12,25,18
2,-26,348,"JFK","SFO","VX",10,14,16
9,20,136,"LGA","MCO","DL",6,26,15
-7,3,112,"LGA","ATL","DL",9,23,8
-8,-17,40,"EWR","DCA","EV",10,16,20
4,12,160,"EWR","DSM","EV",8,3,19
62,55,120,"LGA","ATL","DL",12,16,10
1,-14,114,"LGA","ORD","UA",10,5,7
-6,-8,213,"EWR","SJU","B6",9,26,7
22,1,54,"JFK","ORF","MQ",12,6,16
-1,-20,114,"LGA","JAX","9E",9,4,8
39,20,279,"EWR","PHX","WN",6,23,13
-2,-24,132,"JFK","TPA","DL",7,31,20
20,-9,121,"LGA","ORD","AA",12,28,6
-11,-35,121,"LGA","PBI","DL",6,15,14
-10,-14,148,"LGA","TPA","DL",6,5,15
-2,11,97,"JFK","CHS","B6",8,1,7
-5,10,44,"JFK","BOS","9E",4,4,16
29,24,38,"EWR","PWM","EV",2,25,19
14,16,72,"LGA","CLT","US",7,16,8
6,-16,115,"JFK","ATL","DL",11,21,16
-3,-13,368,"JFK","SJC","B6",12,16,18
-6,-15,35,"JFK","BOS","AA",10,11,12
6,-3,136,"JFK","MCO","B6",3,22,10
67,66,58,"JFK","BUF","B6",3,6,18
3,-14,187,"JFK","SJU","AA",1,14,18
-7,-21,40,"JFK","SYR","B6",7,3,9
-2,-34,298,"JFK","LAX","DL",9,7,12
-4,-13,72,"JFK","RDU","MQ",10,26,7
-7,-19,156,"EWR","FLL","B6",1,11,10
69,48,325,"EWR","SAN","UA",5,24,15
-6,-13,166,"LGA","FLL","DL",2,2,17
-10,-14,145,"LGA","TPA","DL",6,18,11
-1,-9,111,"LGA","MDW","WN",5,17,6
-1,-14,56,"JFK","BUF","B6",10,30,7
-3,16,97,"LGA","DTW","DL",5,16,16
-3,5,190,"LGA","XNA","MQ",4,5,7
-4,0,76,"JFK","CLE","MQ",8,18,14
1,-15,111,"EWR","JAX","EV",6,16,8
-6,-25,155,"EWR","RSW","UA",4,10,7
-8,-5,196,"EWR","TUL","EV",1,23,19
-9,0,109,"LGA","ATL","MQ",8,20,20
4,-4,89,"LGA","CLT","EV",12,6,16
59,63,129,"EWR","JAX","EV",7,1,15
29,83,184,"EWR","RSW","UA",5,23,18
-7,-10,79,"LGA","CMH","MQ",11,17,10
77,69,85,"EWR","CLT","US",7,27,13
40,30,41,"JFK","BWI","MQ",12,15,16
1,-8,129,"JFK","MCO","B6",6,20,7
0,-15,72,"JFK","CLE","MQ",10,1,14
-10,2,84,"JFK","CLT","US",4,23,6
-7,-22,107,"LGA","ATL","MQ",5,27,20
0,-20,127,"LGA","STL","AA",5,20,9
-1,0,109,"JFK","ATL","DL",4,28,14
-4,-13,158,"JFK","RSW","B6",4,8,16
-5,-15,42,"LGA","BOS","US",2,21,19
94,104,59,"JFK","ROC","B6",3,17,9
9,-63,311,"JFK","LAX","DL",11,13,20
-1,-5,146,"JFK","TPA","B6",12,28,21
-5,-11,105,"LGA","ATL","DL",10,27,7
-3,-15,105,"JFK","ATL","DL",8,9,7
1,-37,314,"EWR","LAX","UA",1,4,13
66,51,48,"JFK","DCA","MQ",12,9,14
-4,-18,97,"LGA","BNA","EV",9,28,9
-9,-47,172,"LGA","IAH","UA",4,30,18
36,12,72,"LGA","CLT","MQ",7,14,15
-1,-28,125,"LGA","MEM","DL",5,31,16
45,46,332,"EWR","SEA","UA",12,21,8
-3,-2,175,"JFK","MIA","AA",10,7,15
80,87,53,"EWR","BUF","EV",1,25,13
-7,-11,367,"EWR","SFO","UA",11,17,8
-5,-11,91,"JFK","CLT","US",2,5,10
-7,-7,47,"JFK","PWM","B6",11,23,13
1,-5,204,"EWR","IAH","UA",1,18,17
-10,-33,34,"JFK","BWI","9E",3,3,8
-3,-24,286,"EWR","PHX","US",4,11,16
-2,-26,335,"JFK","LAX","B6",1,22,7
-2,1,122,"LGA","ATL","DL",5,12,6
1,-24,109,"LGA","ATL","FL",2,28,13
-5,-20,35,"EWR","BOS","B6",7,29,6
-7,-17,26,"JFK","PHL","US",1,21,6
-2,-12,84,"EWR","CLT","EV",4,29,9
-4,-9,193,"LGA","DFW","AA",12,17,10
3,-13,335,"EWR","SFO","VX",6,2,10
81,78,113,"EWR","MKE","EV",5,15,6
8,-1,203,"JFK","DFW","9E",3,9,15
-7,-17,51,"JFK","ROC","9E",2,17,9
-5,-18,121,"EWR","STL","EV",9,6,6
7,28,113,"EWR","JAX","EV",7,18,20
35,12,319,"JFK","LAX","AA",1,3,16
-7,-25,180,"EWR","DFW","AA",9,26,7
2,-3,166,"JFK","FLL","DL",1,6,8
-7,-16,146,"LGA","MCO","DL",12,29,7
-7,-10,121,"JFK","JAX","B6",10,7,8
-5,-16,139,"JFK","PBI","B6",12,21,6
-7,-1,138,"LGA","TPA","DL",6,22,8
3,-16,186,"EWR","SJU","UA",11,18,7
-8,-30,124,"EWR","STL","EV",5,18,9
-10,8,49,"LGA","IAD","EV",9,26,19
0,-12,151,"JFK","MIA","AA",3,22,17
13,-7,137,"EWR","FLL","B6",8,30,13
17,50,200,"LGA","MIA","DL",6,30,15
12,13,67,"JFK","CMH","MQ",5,20,19
-6,-33,185,"LGA","IAH","UA",5,4,17
-9,-20,76,"EWR","DTW","9E",10,8,11
50,51,149,"JFK","MIA","DL",7,17,15
-1,-15,149,"LGA","MIA","AA",8,20,8
7,-10,62,"LGA","RDU","EV",9,21,11
-5,-1,274,"EWR","SLC","DL",7,30,17
-9,-28,104,"LGA","ATL","DL",8,16,20
-4,-22,332,"JFK","LAX","AA",3,28,10
-5,-20,91,"EWR","CVG","EV",8,5,6
0,-8,353,"EWR","SFO","UA",12,4,11
-2,-6,74,"EWR","RDU","EV",1,25,15
42,50,111,"EWR","ORD","MQ",8,9,11
12,21,150,"LGA","PBI","DL",12,23,17
-4,-28,346,"JFK","SFO","DL",12,11,10
-2,-19,201,"EWR","IAH","UA",2,3,19
6,-20,273,"EWR","PHX","UA",6,22,6
23,1,57,"JFK","ROC","B6",8,26,17
-7,-17,110,"LGA","ATL","MQ",12,2,16
-1,-7,146,"EWR","RSW","UA",6,20,6
2,-22,310,"EWR","LAX","VX",8,17,13
-6,3,45,"LGA","DCA","US",2,6,19
-2,-7,31,"JFK","BOS","B6",3,13,6
-2,-18,44,"JFK","BTV","B6",11,5,22
2,-19,140,"JFK","MCO","DL",12,8,8
35,-22,314,"EWR","PDX","UA",8,10,18
7,5,241,"LGA","DEN","UA",12,19,17
4,-9,244,"LGA","DEN","WN",2,20,12
-4,2,155,"JFK","FLL","B6",10,25,10
42,54,168,"LGA","DSM","9E",12,6,19
2,13,345,"JFK","LAX","B6",10,30,11
-2,-1,118,"LGA","ATL","FL",11,5,11
7,-4,121,"EWR","MCO","B6",9,1,12
-4,-25,308,"EWR","LAS","UA",2,14,20
-7,-15,116,"LGA","ORD","AA",9,12,7
-6,-19,153,"LGA","MIA","DL",3,16,7
0,23,125,"JFK","MCO","DL",5,22,8
-4,-18,144,"LGA","FLL","B6",1,11,21
92,104,87,"EWR","DAY","EV",12,17,20
42,42,48,"JFK","PWM","B6",2,15,10
0,19,137,"JFK","PBI","B6",4,11,12
-8,-17,104,"LGA","ATL","DL",6,28,11
-2,-15,191,"JFK","SJU","AA",1,13,8
-4,-19,336,"JFK","SAN","B6",11,26,9
-5,-38,218,"JFK","AUS","DL",1,28,16
-3,1,116,"EWR","MKE","EV",6,11,15
-6,-10,45,"JFK","IAD","EV",4,7,10
-1,-24,334,"EWR","LAX","UA",11,25,14
13,64,120,"LGA","ATL","MQ",8,13,8
-9,-3,94,"LGA","CLT","MQ",3,17,15
-8,-35,198,"EWR","DFW","AA",1,26,17
-1,-21,196,"JFK","SJU","B6",10,22,14
-4,0,350,"EWR","SFO","UA",6,16,6
-3,-16,149,"LGA","MIA","AA",11,29,6
-3,-32,328,"JFK","SJC","B6",6,20,18
-6,36,70,"LGA","RDU","MQ",7,28,16
-5,-6,98,"EWR","CHS","EV",4,30,8
-10,-9,61,"LGA","PIT","EV",12,3,11
23,12,219,"EWR","DEN","WN",6,11,12
1,40,137,"EWR","MCO","B6",12,8,12
-10,-21,315,"EWR","SNA","UA",10,10,8
-1,-14,152,"LGA","RSW","B6",9,5,13
69,47,42,"LGA","BTV","EV",8,27,11
6,-17,205,"JFK","SAT","DL",6,4,17
-1,-14,42,"EWR","IAD","EV",12,15,5
1,21,71,"EWR","CLE","UA",12,13,15
13,6,218,"EWR","DEN","UA",4,21,8
-5,-3,191,"LGA","DFW","AA",8,9,9
-3,-52,301,"EWR","LAX","UA",8,30,17
12,-16,108,"LGA","MKE","WN",3,8,15
18,-2,176,"EWR","IAH","UA",8,15,10
8,23,134,"LGA","PBI","DL",8,11,18
-7,14,56,"LGA","DCA","US",11,8,8
-8,-29,144,"LGA","MIA","AA",4,27,13
-11,-11,88,"LGA","CLT","MQ",10,28,6
-5,-2,140,"LGA","PBI","DL",7,19,7
79,53,76,"LGA","CLT","US",7,19,17
-7,-18,82,"LGA","CMH","MQ",11,16,12
-4,26,178,"LGA","MSP","MQ",12,8,11
-13,-51,40,"JFK","IAD","9E",9,20,20
51,54,139,"LGA","TPA","DL",5,2,15
-7,-38,94,"LGA","GSP","9E",12,25,9
-2,22,147,"EWR","PBI","B6",7,28,16
22,76,213,"LGA","DFW","AA",4,23,12
-7,-14,45,"JFK","BOS","B6",8,19,16
22,23,50,"LGA","PWM","EV",4,4,9
0,-39,171,"EWR","IAH","UA",10,9,20
7,-8,129,"EWR","MCO","B6",8,20,17
-6,3,149,"EWR","STL","EV",11,12,6
-6,-20,151,"JFK","FLL","B6",10,18,16
3,-17,47,"JFK","BTV","B6",5,7,15
-4,4,212,"JFK","SJU","AA",9,23,8
-6,9,341,"JFK","SFO","AA",6,12,15
-1,10,186,"JFK","BQN","B6",1,13,5
14,-12,273,"JFK","PHX","DL",9,13,18
55,48,116,"LGA","BNA","MQ",9,17,16
-3,-17,182,"EWR","DFW","UA",5,3,18
-10,-10,331,"JFK","LAX","B6",10,3,9
-3,-1,146,"EWR","STL","WN",11,7,7
5,-14,185,"LGA","HOU","WN",6,27,12
8,-15,128,"JFK","MCO","DL",4,10,15
-10,-29,150,"JFK","MSY","9E",8,30,8
2,-5,46,"JFK","IAD","EV",5,19,6
17,11,67,"JFK","RDU","MQ",8,6,19
-4,-7,303,"JFK","SLC","DL",3,16,6
-3,-28,343,"JFK","SFO","VX",10,15,16
