assets,e401k,age,educ,income,incomecat,pension,married,twoearn,ira,ownhome
399,Not eligible,61,12,19557,1,Receives pension,Not married,No,No,No
-5800,Not eligible,28,14,22806,1,No pension,Married,Yes,No,No
-2101,Not eligible,32,9,19638,1,No pension,Not married,No,No,No
0,Not eligible,60,14,17400,1,No pension,Married,No,No,No
0,Not eligible,36,12,19407,1,No pension,Married,No,No,No
-2850,Not eligible,27,16,22200,1,No pension,Not married,No,No,No
10535,Not eligible,49,12,26679,2,Receives pension,Not married,No,No,Yes
-900,Not eligible,36,12,47385,3,No pension,Married,Yes,No,Yes
3350,Not eligible,26,15,18090,1,No pension,Not married,No,No,No
3899,Not eligible,33,10,32160,2,No pension,Married,Yes,No,No
0,Not eligible,32,10,36210,2,No pension,Married,Yes,No,Yes
2899,Not eligible,47,14,33000,2,No pension,Not married,No,No,Yes
0,Not eligible,31,12,21828,1,No pension,Married,No,No,No
0,Not eligible,30,10,12360,0,No pension,Not married,No,No,Yes
-1650,Not eligible,53,12,38988,3,Receives pension,Married,Yes,Yes,Yes
-3750,Not eligible,31,12,24486,1,No pension,Married,Yes,No,No
0,Not eligible,40,12,25500,1,No pension,Married,No,No,Yes
20,Not eligible,44,12,55800,4,No pension,Not married,No,No,Yes
19599,Not eligible,47,18,28182,2,No pension,Not married,No,No,No
20,Not eligible,49,14,7500,0,No pension,Not married,No,No,Yes
0,Not eligible,38,10,8289,0,Receives pension,Not married,No,No,No
-3800,Not eligible,28,14,39609,3,No pension,Married,Yes,No,Yes
-3150,Not eligible,36,14,24975,1,Receives pension,Not married,No,No,No
47280,Not eligible,55,12,36198,2,Receives pension,Married,Yes,Yes,Yes
21356,Not eligible,30,12,37161,2,No pension,Married,Yes,No,Yes
0,Not eligible,40,16,40662,3,Receives pension,Not married,No,No,No
-3200,Not eligible,28,14,55830,4,No pension,Married,Yes,No,Yes
0,Not eligible,43,11,4836,0,No pension,Married,No,No,Yes
-15100,Not eligible,42,16,30000,2,Receives pension,Married,No,No,No
0,Not eligible,45,12,28152,2,No pension,Married,Yes,No,Yes
800,Not eligible,51,12,21969,1,No pension,Married,No,No,Yes
1449,Not eligible,42,12,25068,1,No pension,Married,No,No,Yes
367,Not eligible,60,14,30990,2,No pension,Married,Yes,No,Yes
40,Not eligible,47,10,13644,0,No pension,Not married,No,No,Yes
17498,Not eligible,41,18,161550,4,Receives pension,Married,Yes,Yes,Yes
84400,Not eligible,59,12,25248,1,No pension,Not married,No,Yes,Yes
0,Not eligible,31,12,26862,2,No pension,Not married,No,No,No
0,Not eligible,40,9,4107,0,No pension,Not married,No,No,No
-4700,Not eligible,25,18,21150,1,No pension,Not married,No,No,No
-11270,Not eligible,36,18,78549,4,No pension,Married,Yes,No,Yes
-1100,Not eligible,37,16,14850,0,No pension,Not married,No,No,No
-2400,Not eligible,25,12,6138,0,No pension,Married,No,No,No
-5490,Not eligible,40,13,28044,2,Receives pension,Married,Yes,No,Yes
30592,Not eligible,63,15,35547,2,No pension,Married,Yes,Yes,Yes
5500,Not eligible,50,12,33750,2,Receives pension,Married,Yes,No,Yes
3300,Not eligible,35,17,22800,1,No pension,Married,No,No,Yes
0,Not eligible,30,12,12525,0,No pension,Not married,No,No,No
500,Not eligible,29,15,44895,3,No pension,Married,Yes,No,Yes
820,Not eligible,32,14,40215,3,No pension,Married,Yes,No,No
-7600,Not eligible,25,12,28335,2,No pension,Married,Yes,No,No
10011,Not eligible,43,14,26463,1,Receives pension,Not married,No,Yes,Yes
200,Not eligible,32,3,15216,0,No pension,Married,No,No,No
-5900,Not eligible,40,18,40800,3,Receives pension,Not married,No,No,Yes
-900,Not eligible,28,13,39618,3,No pension,Not married,No,No,Yes
2608,Not eligible,53,12,20406,1,No pension,Married,No,Yes,Yes
0,Not eligible,31,8,21420,1,No pension,Married,No,No,No
-600,Not eligible,32,12,11475,0,No pension,Married,No,No,Yes
21900,Not eligible,51,12,37452,3,No pension,Married,No,No,Yes
47870,Not eligible,48,1,40452,3,No pension,Not married,No,Yes,Yes
31402,Not eligible,38,13,55419,4,No pension,Married,Yes,Yes,Yes
0,Not eligible,26,16,14616,0,No pension,Not married,No,No,No
1500,Not eligible,50,13,57132,4,No pension,Not married,No,No,No
0,Not eligible,31,12,20028,1,No pension,Not married,No,No,No
9800,Not eligible,32,14,21837,1,No pension,Not married,No,No,No
51000,Not eligible,63,13,22422,1,Receives pension,Married,No,Yes,Yes
0,Not eligible,56,16,14280,0,No pension,Not married,No,No,No
0,Not eligible,25,12,34953,2,No pension,Married,Yes,No,Yes
-3188,Not eligible,28,12,19542,1,Receives pension,Married,Yes,No,Yes
18149,Not eligible,40,14,31785,2,No pension,Married,No,No,Yes
-3250,Not eligible,46,10,15144,0,No pension,Not married,No,No,Yes
6200,Not eligible,41,12,28392,2,No pension,Married,Yes,Yes,Yes
20700,Not eligible,61,12,49050,3,No pension,Married,No,No,Yes
7620,Not eligible,27,16,13410,0,No pension,Not married,No,No,No
7599,Not eligible,57,12,21024,1,No pension,Married,No,No,Yes
14264,Not eligible,25,12,9660,0,No pension,Not married,No,No,No
-3160,Not eligible,42,15,29298,2,Receives pension,Married,Yes,No,Yes
6049,Not eligible,47,17,32568,2,No pension,Married,Yes,Yes,Yes
0,Not eligible,57,12,23280,1,Receives pension,Not married,No,No,No
500,Not eligible,48,12,53412,3,Receives pension,Married,Yes,No,Yes
-1450,Not eligible,25,14,17361,1,Receives pension,Married,Yes,No,No
9217,Not eligible,50,16,91704,4,No pension,Married,Yes,No,No
11099,Not eligible,38,14,22194,1,No pension,Married,No,Yes,Yes
0,Not eligible,48,12,18696,1,No pension,Not married,No,No,No
-9500,Not eligible,25,12,26940,2,No pension,Married,No,No,No
4650,Not eligible,35,14,45420,3,No pension,Married,Yes,Yes,Yes
350,Not eligible,47,12,34059,2,No pension,Married,No,No,Yes
0,Not eligible,46,12,61110,4,No pension,Married,Yes,No,Yes
-970,Not eligible,28,12,28728,2,Receives pension,Married,Yes,No,No
0,Not eligible,34,8,9180,0,No pension,Married,No,No,No
-3073,Not eligible,26,13,43275,3,No pension,Married,Yes,No,Yes
-500,Not eligible,46,12,35730,2,No pension,Not married,No,No,No
800,Not eligible,30,11,16872,0,No pension,Married,No,No,No
3200,Not eligible,40,12,27150,2,No pension,Married,No,Yes,Yes
0,Not eligible,37,12,28902,2,No pension,Not married,No,No,No
-6376,Not eligible,27,18,29598,2,No pension,Not married,No,No,No
10520,Not eligible,43,14,65526,4,No pension,Married,Yes,No,Yes
28000,Not eligible,34,14,105246,4,No pension,Married,Yes,Yes,Yes
0,Not eligible,28,14,5280,0,No pension,Not married,No,No,No
102598,Not eligible,48,12,17550,1,No pension,Not married,No,Yes,Yes
-3100,Not eligible,32,10,53976,4,No pension,Married,Yes,No,No
0,Not eligible,41,12,4050,0,No pension,Not married,No,No,No
52200,Not eligible,56,12,22464,1,No pension,Married,Yes,Yes,Yes
-11550,Not eligible,43,13,40428,3,No pension,Married,Yes,No,Yes
46500,Not eligible,48,17,78918,4,No pension,Married,Yes,Yes,No
0,Not eligible,36,12,8400,0,No pension,Not married,No,No,No
-1140,Not eligible,26,17,32001,2,Receives pension,Not married,No,No,No
606,Not eligible,37,16,21603,1,Receives pension,Not married,No,Yes,No
686,Not eligible,36,14,19200,1,No pension,Not married,No,No,Yes
350,Not eligible,27,14,27810,2,No pension,Married,Yes,No,Yes
0,Not eligible,37,12,11313,0,No pension,Not married,No,No,Yes
7000,Not eligible,28,16,38466,3,No pension,Married,No,No,Yes
-275,Not eligible,35,12,29910,2,No pension,Married,Yes,No,Yes
6399,Not eligible,39,13,91980,4,No pension,Married,Yes,Yes,Yes
17565,Not eligible,50,12,42759,3,No pension,Married,No,Yes,Yes
50,Not eligible,32,12,9144,0,No pension,Not married,No,No,Yes
0,Not eligible,51,6,11880,0,No pension,Married,No,No,No
0,Not eligible,26,12,21990,1,Receives pension,Married,Yes,No,Yes
10950,Not eligible,48,12,30870,2,No pension,Not married,No,Yes,Yes
-6700,Not eligible,64,8,17040,0,No pension,Not married,No,No,Yes
1100,Not eligible,45,12,41886,3,No pension,Married,Yes,No,Yes
-4311,Not eligible,44,12,39114,3,Receives pension,Married,Yes,No,Yes
86399,Not eligible,50,18,18981,1,Receives pension,Not married,No,Yes,Yes
0,Not eligible,43,12,31254,2,No pension,Married,Yes,No,Yes
350,Not eligible,28,12,12750,0,No pension,Not married,No,No,No
1907,Not eligible,31,1,58980,4,No pension,Married,Yes,Yes,Yes
7500,Not eligible,47,12,33930,2,No pension,Married,No,No,Yes
-2000,Not eligible,29,13,12000,0,No pension,Not married,No,No,No
100,Not eligible,30,13,13005,0,No pension,Not married,No,No,No
1400,Not eligible,39,12,14025,0,No pension,Married,Yes,No,Yes
29598,Not eligible,36,12,37077,2,No pension,Married,Yes,No,Yes
17748,Not eligible,41,9,30927,2,No pension,Married,No,Yes,Yes
758,Not eligible,64,12,11247,0,Receives pension,Not married,No,No,Yes
-1370,Not eligible,28,12,10710,0,No pension,Not married,No,No,No
21000,Not eligible,58,17,30528,2,No pension,Not married,No,No,No
-10060,Not eligible,28,16,54894,4,No pension,Married,Yes,No,No
-991,Not eligible,34,13,42429,3,Receives pension,Married,Yes,Yes,Yes
2000,Not eligible,58,16,49290,3,Receives pension,Married,No,No,Yes
18460,Not eligible,46,12,49431,3,No pension,Married,Yes,Yes,Yes
6000,Not eligible,39,12,41475,3,Receives pension,Not married,No,No,No
-2650,Not eligible,36,12,15639,0,No pension,Married,No,No,No
-9500,Not eligible,46,12,25773,1,No pension,Married,Yes,No,Yes
-6500,Not eligible,26,16,14010,0,Receives pension,Not married,No,No,No
-2551,Not eligible,41,14,48273,3,Receives pension,Not married,No,No,Yes
15,Not eligible,28,16,18360,1,No pension,Not married,No,No,No
0,Not eligible,46,6,9180,0,No pension,Not married,No,No,No
4000,Not eligible,31,16,100356,4,No pension,Not married,No,No,Yes
2600,Not eligible,28,12,29160,2,No pension,Not married,No,No,No
-1800,Not eligible,25,12,27726,2,No pension,Married,No,No,No
50,Not eligible,45,12,28560,2,No pension,Married,No,No,Yes
75,Not eligible,52,12,33624,2,No pension,Married,No,No,Yes
6500,Not eligible,31,12,26058,1,No pension,Not married,No,No,No
-2731,Not eligible,37,12,20004,1,No pension,Married,Yes,No,Yes
90,Not eligible,52,16,23625,1,No pension,Not married,No,No,No
3300,Not eligible,50,12,34164,2,No pension,Married,No,Yes,Yes
4000,Not eligible,33,16,31200,2,No pension,Married,No,No,Yes
2691,Not eligible,36,12,36045,2,No pension,Married,No,Yes,Yes
0,Not eligible,40,7,17136,0,No pension,Not married,No,No,No
1200,Not eligible,32,12,34788,2,No pension,Married,No,No,Yes
-595,Not eligible,32,12,14790,0,No pension,Not married,No,No,No
8099,Not eligible,62,12,52320,3,Receives pension,Married,Yes,No,Yes
28200,Not eligible,56,14,80400,4,Receives pension,Married,Yes,Yes,Yes
-122,Not eligible,44,15,66579,4,No pension,Not married,No,No,Yes
2000,Not eligible,33,13,63969,4,No pension,Married,Yes,No,Yes
-14600,Not eligible,32,18,7530,0,No pension,Not married,No,No,No
1509,Not eligible,39,13,29151,2,No pension,Married,Yes,No,Yes
-13930,Not eligible,44,7,15603,0,No pension,Married,No,No,Yes
13000,Not eligible,48,8,28422,2,No pension,Married,No,No,Yes
10999,Not eligible,47,12,56976,4,Receives pension,Married,Yes,No,Yes
-1260,Not eligible,34,12,17007,0,No pension,Married,No,No,Yes
32148,Not eligible,63,18,87720,4,Receives pension,Married,Yes,Yes,Yes
-250,Not eligible,46,12,26172,1,No pension,Married,Yes,No,No
-1000,Not eligible,40,12,10560,0,No pension,Not married,No,No,No
52,Not eligible,30,12,25878,1,No pension,Married,No,No,Yes
0,Not eligible,46,11,7854,0,No pension,Not married,No,No,No
21199,Not eligible,29,12,25803,1,No pension,Not married,No,No,No
-150,Not eligible,33,10,13326,0,No pension,Married,Yes,No,Yes
0,Not eligible,26,6,2805,0,No pension,Married,No,No,No
21800,Not eligible,44,15,98880,4,No pension,Married,Yes,No,Yes
-15321,Not eligible,42,15,42819,3,No pension,Married,Yes,No,Yes
2325,Not eligible,37,12,19440,1,Receives pension,Not married,No,Yes,Yes
18200,Not eligible,47,12,49086,3,No pension,Married,Yes,Yes,Yes
8000,Not eligible,31,16,14880,0,No pension,Not married,No,No,No
999,Not eligible,26,15,55779,4,No pension,Married,Yes,No,Yes
0,Not eligible,36,9,25500,1,No pension,Married,Yes,No,No
-5200,Not eligible,31,16,46050,3,No pension,Married,No,No,No
18750,Not eligible,52,12,29865,2,No pension,Married,No,Yes,No
-1500,Not eligible,42,12,47682,3,No pension,Married,No,No,Yes
3100,Not eligible,39,12,21300,1,No pension,Married,No,No,Yes
1000,Not eligible,54,9,13797,0,Receives pension,Not married,No,No,Yes
82250,Not eligible,40,18,86400,4,No pension,Married,No,Yes,Yes
-400,Not eligible,35,14,7860,0,No pension,Not married,No,No,No
-250,Not eligible,28,13,21639,1,No pension,Not married,No,No,Yes
-2500,Not eligible,42,16,123246,4,Receives pension,Married,Yes,No,No
3222,Not eligible,53,12,29169,2,No pension,Married,No,Yes,Yes
13259,Not eligible,35,12,60897,4,No pension,Not married,No,No,Yes
-86,Not eligible,27,15,15852,0,Receives pension,Not married,No,No,No
-4975,Not eligible,27,15,26259,1,No pension,Not married,No,No,No
50400,Not eligible,38,18,74724,4,No pension,Married,Yes,Yes,Yes
102981,Not eligible,40,12,36177,2,No pension,Married,Yes,Yes,Yes
-3001,Not eligible,25,13,19230,1,No pension,Not married,No,No,No
13100,Not eligible,54,12,13296,0,No pension,Not married,No,No,Yes
-2300,Not eligible,31,12,37524,3,No pension,Married,No,No,Yes
2500,Not eligible,59,12,19872,1,No pension,Not married,No,No,Yes
-350,Not eligible,25,12,17418,1,No pension,Married,No,No,Yes
-14091,Not eligible,39,16,48138,3,No pension,Married,Yes,No,Yes
3137,Not eligible,37,14,14085,0,No pension,Married,Yes,No,No
100,Not eligible,25,12,14790,0,No pension,Not married,No,No,Yes
-25,Not eligible,44,12,5760,0,No pension,Not married,No,No,Yes
45999,Not eligible,34,17,51162,3,Receives pension,Not married,No,Yes,Yes
398,Not eligible,37,9,20781,1,No pension,Married,No,No,No
0,Not eligible,56,9,8670,0,No pension,Not married,No,No,Yes
-16225,Not eligible,35,14,31191,2,No pension,Not married,No,No,Yes
-1000,Not eligible,27,5,17340,1,No pension,Married,No,No,No
0,Not eligible,33,12,16062,0,No pension,Not married,No,No,No
-425,Not eligible,37,17,48000,3,No pension,Not married,No,No,No
3078,Not eligible,47,14,66021,4,Receives pension,Married,Yes,No,No
8043,Not eligible,50,12,54981,4,No pension,Married,Yes,No,Yes
-1800,Not eligible,57,12,19440,1,Receives pension,Not married,No,No,Yes
-6400,Not eligible,31,14,26235,1,No pension,Married,Yes,No,No
500,Not eligible,27,13,18006,1,No pension,Not married,No,No,No
18999,Not eligible,55,17,27600,2,Receives pension,Not married,No,No,No
950,Not eligible,27,14,34704,2,No pension,Married,Yes,No,Yes
374,Not eligible,33,9,17229,1,No pension,Not married,No,No,Yes
-2240,Not eligible,44,14,31530,2,No pension,Not married,No,No,Yes
10400,Not eligible,52,15,44271,3,No pension,Married,Yes,Yes,Yes
24,Not eligible,50,9,7923,0,No pension,Not married,No,No,Yes
-600,Not eligible,56,10,15480,0,No pension,Not married,No,No,No
-734,Not eligible,42,13,17814,1,No pension,Married,No,No,No
20000,Not eligible,62,11,30381,2,No pension,Married,No,No,Yes
-2000,Not eligible,46,12,15540,0,Receives pension,Not married,No,No,No
105000,Not eligible,36,12,85437,4,No pension,Married,No,Yes,Yes
20000,Not eligible,44,18,22500,1,No pension,Not married,No,No,No
19947,Not eligible,58,12,38949,3,No pension,Married,No,Yes,Yes
-200,Not eligible,55,12,36924,2,Receives pension,Married,Yes,No,Yes
-300,Not eligible,29,14,33600,2,No pension,Married,Yes,No,No
300,Not eligible,29,12,5283,0,No pension,Not married,No,No,Yes
10900,Not eligible,41,12,14064,0,No pension,Not married,No,Yes,Yes
-501,Not eligible,31,17,24810,1,No pension,Not married,No,No,No
-1500,Not eligible,39,12,13104,0,Receives pension,Not married,No,No,Yes
600,Not eligible,32,14,17646,1,No pension,Married,No,No,Yes
-14701,Not eligible,47,18,42690,3,No pension,Not married,No,No,No
-1301,Not eligible,25,13,24177,1,Receives pension,Not married,No,No,No
0,Not eligible,26,12,10710,0,No pension,Not married,No,No,No
0,Not eligible,32,12,2430,0,No pension,Married,Yes,No,No
5200,Not eligible,44,14,45573,3,No pension,Married,Yes,No,Yes
57852,Not eligible,38,16,80085,4,Receives pension,Married,Yes,Yes,Yes
0,Not eligible,48,10,8670,0,No pension,Not married,No,No,No
-440,Not eligible,44,16,41556,3,Receives pension,Married,Yes,No,Yes
-10200,Not eligible,25,16,61830,4,No pension,Married,Yes,No,No
100,Not eligible,31,12,28800,2,No pension,Married,No,No,No
-986,Not eligible,47,16,21300,1,No pension,Married,No,No,No
-1360,Not eligible,40,15,15045,0,No pension,Not married,No,No,Yes
2900,Not eligible,50,5,26640,2,No pension,Married,No,No,Yes
-2000,Not eligible,25,14,23004,1,No pension,Not married,No,No,No
20000,Not eligible,62,12,14100,0,No pension,Married,No,No,Yes
4199,Not eligible,38,12,42906,3,No pension,Married,No,No,Yes
-3158,Not eligible,41,12,14040,0,No pension,Not married,No,No,Yes
0,Not eligible,42,12,2838,0,No pension,Not married,No,No,No
0,Not eligible,33,9,30600,2,No pension,Married,No,No,No
38000,Not eligible,39,14,99345,4,No pension,Not married,No,Yes,Yes
-1000,Not eligible,35,9,4395,0,No pension,Married,No,No,No
0,Not eligible,36,12,2310,0,No pension,Not married,No,No,No
1444,Not eligible,31,13,27162,2,No pension,Married,Yes,No,No
4629,Not eligible,28,14,48900,3,No pension,Married,No,No,Yes
0,Not eligible,32,8,6030,0,No pension,Not married,No,No,No
16200,Not eligible,52,14,30099,2,Receives pension,Not married,No,Yes,Yes
122499,Not eligible,61,18,60150,4,No pension,Not married,No,No,Yes
-440,Not eligible,33,12,23400,1,No pension,Not married,No,No,No
-1067,Not eligible,59,12,6684,0,No pension,Married,Yes,No,No
-8400,Not eligible,33,12,31392,2,No pension,Married,Yes,No,No
-6700,Not eligible,32,12,54000,4,No pension,Married,Yes,No,Yes
1000,Not eligible,34,16,18975,1,No pension,Married,Yes,No,No
83999,Not eligible,44,13,20640,1,No pension,Married,No,No,Yes
7200,Not eligible,28,14,36075,2,No pension,Married,Yes,Yes,No
3718,Not eligible,31,16,27900,2,No pension,Not married,No,No,Yes
11400,Not eligible,37,15,35226,2,No pension,Married,Yes,No,Yes
-3720,Not eligible,34,12,28935,2,No pension,Married,No,No,Yes
0,Not eligible,29,12,6573,0,No pension,Not married,No,No,No
-500,Not eligible,29,14,13272,0,No pension,Not married,No,No,No
-2300,Not eligible,29,16,46839,3,No pension,Married,Yes,No,Yes
0,Not eligible,43,17,10668,0,No pension,Not married,No,No,No
14060,Not eligible,38,18,94503,4,No pension,Married,Yes,No,Yes
10050,Not eligible,40,12,60498,4,No pension,Married,Yes,Yes,Yes
-900,Not eligible,49,12,4218,0,No pension,Not married,No,No,Yes
2400,Not eligible,42,12,37851,3,Receives pension,Not married,No,No,No
2223,Not eligible,50,12,10362,0,No pension,Not married,No,No,No
0,Not eligible,37,4,10800,0,No pension,Married,No,No,No
-5150,Not eligible,43,12,17520,1,No pension,Not married,No,No,No
-3000,Not eligible,49,14,14631,0,No pension,Not married,No,No,No
-3800,Not eligible,64,14,26946,2,No pension,Not married,No,No,Yes
0,Not eligible,28,12,5550,0,No pension,Not married,No,No,No
0,Not eligible,29,12,7290,0,No pension,Married,No,No,No
10398,Not eligible,42,16,51492,3,No pension,Married,Yes,No,Yes
-2950,Not eligible,50,11,53940,4,No pension,Married,Yes,No,Yes
0,Not eligible,35,12,1596,0,No pension,Not married,No,No,No
113595,Not eligible,58,12,59952,4,No pension,Married,Yes,Yes,Yes
8249,Not eligible,63,10,17733,1,No pension,Married,No,No,Yes
2758,Not eligible,34,16,96174,4,No pension,Married,Yes,No,No
300,Not eligible,52,12,22848,1,No pension,Not married,No,No,No
-500,Not eligible,53,12,21000,1,No pension,Married,Yes,No,Yes
40,Not eligible,54,15,15594,0,No pension,Not married,No,No,Yes
12633,Not eligible,25,12,49026,3,No pension,Married,Yes,No,Yes
-2900,Not eligible,46,15,28605,2,No pension,Married,Yes,No,No
-3880,Not eligible,25,13,31803,2,No pension,Not married,No,No,No
-1025,Not eligible,46,12,85065,4,No pension,Married,Yes,No,Yes
23898,Not eligible,54,13,71604,4,No pension,Married,No,No,Yes
50,Not eligible,46,12,19233,1,No pension,Married,No,No,Yes
1500,Not eligible,32,16,53664,3,Receives pension,Married,Yes,No,Yes
-1600,Not eligible,29,11,19848,1,Receives pension,Married,Yes,No,Yes
0,Not eligible,29,12,11721,0,No pension,Not married,No,No,No
5900,Not eligible,31,16,27906,2,No pension,Married,No,Yes,Yes
200,Not eligible,63,12,36252,2,No pension,Married,No,No,Yes
4600,Not eligible,31,16,33036,2,No pension,Not married,No,Yes,Yes
-3075,Not eligible,26,13,21456,1,No pension,Not married,No,No,No
9950,Not eligible,50,12,45015,3,Receives pension,Married,Yes,Yes,Yes
1499,Not eligible,38,15,31674,2,Receives pension,Not married,No,No,Yes
33199,Not eligible,52,13,75126,4,No pension,Married,Yes,No,Yes
-400,Not eligible,28,13,921,0,No pension,Not married,No,No,No
24600,Not eligible,32,14,62385,4,No pension,Married,Yes,Yes,Yes
0,Not eligible,30,12,16800,0,No pension,Not married,No,No,No
120500,Not eligible,59,14,84159,4,No pension,Married,No,No,Yes
-2617,Not eligible,52,12,9000,0,Receives pension,Not married,No,No,Yes
23549,Not eligible,29,18,19491,1,No pension,Not married,No,No,No
4575,Not eligible,40,12,13170,0,No pension,Not married,No,Yes,No
-3725,Not eligible,27,12,27657,2,No pension,Married,Yes,No,No
-1005,Not eligible,38,16,38313,3,No pension,Married,Yes,No,Yes
0,Not eligible,45,14,21048,1,Receives pension,Not married,No,No,Yes
1099,Not eligible,42,10,26406,1,No pension,Married,No,No,Yes
4175,Not eligible,36,15,63288,4,No pension,Married,Yes,No,No
-1200,Not eligible,44,12,42024,3,Receives pension,Married,Yes,No,No
30523,Not eligible,63,11,36429,2,Receives pension,Married,No,Yes,Yes
-8800,Not eligible,46,12,26520,1,Receives pension,Not married,No,No,Yes
1003126,Not eligible,64,12,43272,3,No pension,Married,No,Yes,Yes
1791,Not eligible,28,12,30936,2,No pension,Married,Yes,Yes,Yes
900,Not eligible,48,13,13050,0,Receives pension,Not married,No,No,No
350,Not eligible,29,15,18000,1,Receives pension,Not married,No,No,No
26900,Not eligible,32,12,38808,3,No pension,Married,Yes,No,No
20600,Not eligible,59,17,33360,2,No pension,Married,Yes,Yes,Yes
-800,Not eligible,39,16,22095,1,No pension,Not married,No,No,No
831,Not eligible,27,12,6732,0,No pension,Not married,No,No,No
-8800,Not eligible,35,12,23880,1,No pension,Married,Yes,No,No
20269,Not eligible,33,12,13440,0,Receives pension,Not married,No,No,Yes
0,Not eligible,46,12,36072,2,No pension,Married,Yes,No,Yes
-3099,Not eligible,32,12,16758,0,Receives pension,Not married,No,No,No
-4400,Not eligible,36,12,18138,1,No pension,Not married,No,No,Yes
799,Not eligible,32,18,24024,1,No pension,Not married,No,No,No
-3440,Not eligible,28,14,19152,1,No pension,Married,Yes,No,No
0,Not eligible,46,12,18000,1,No pension,Married,No,No,No
10,Not eligible,55,12,15186,0,No pension,Not married,No,No,No
2700,Not eligible,40,14,47355,3,No pension,Married,Yes,No,Yes
0,Not eligible,29,15,16491,0,No pension,Married,No,No,No
-4100,Not eligible,34,10,37428,3,No pension,Married,Yes,No,No
-37074,Not eligible,30,14,44184,3,No pension,Married,No,No,No
-500,Not eligible,34,10,13320,0,No pension,Married,Yes,No,Yes
3000,Not eligible,53,14,43521,3,No pension,Married,Yes,Yes,Yes
110,Not eligible,30,10,25380,1,No pension,Married,Yes,No,No
-2480,Not eligible,45,14,17616,1,Receives pension,Not married,No,No,Yes
2600,Not eligible,37,12,28236,2,Receives pension,Not married,No,No,No
-5154,Not eligible,41,16,79434,4,No pension,Married,No,No,Yes
-3345,Not eligible,41,12,7797,0,No pension,Married,No,No,No
50500,Not eligible,44,15,90483,4,No pension,Married,No,Yes,Yes
-7900,Not eligible,52,14,22500,1,No pension,Married,No,No,Yes
-400,Not eligible,43,14,5766,0,No pension,Not married,No,No,No
0,Not eligible,34,13,20400,1,No pension,Not married,No,No,No
-501,Not eligible,38,12,60096,4,No pension,Married,No,No,Yes
12400,Not eligible,31,12,23550,1,No pension,Married,No,No,Yes
16800,Not eligible,55,13,28893,2,No pension,Married,Yes,No,No
9999,Not eligible,45,12,63366,4,No pension,Married,Yes,No,Yes
4499,Not eligible,30,16,69750,4,No pension,Married,Yes,Yes,Yes
13,Not eligible,39,9,17424,1,Receives pension,Married,Yes,No,Yes
3795,Not eligible,27,14,22047,1,No pension,Not married,No,Yes,No
600,Not eligible,38,14,24462,1,Receives pension,Married,Yes,No,No
26000,Not eligible,47,12,55557,4,No pension,Married,Yes,No,Yes
1000,Not eligible,35,12,24150,1,No pension,Married,No,No,Yes
1000,Not eligible,40,12,56994,4,No pension,Married,Yes,No,Yes
2245,Not eligible,32,12,4608,0,No pension,Not married,No,No,No
0,Not eligible,38,12,99996,4,No pension,Married,No,No,Yes
19099,Not eligible,56,7,39180,3,Receives pension,Not married,No,Yes,No
-2000,Not eligible,29,11,22539,1,No pension,Not married,No,No,No
0,Not eligible,48,14,10581,0,No pension,Not married,No,No,No
18900,Not eligible,62,13,25920,1,No pension,Married,Yes,Yes,Yes
-9151,Not eligible,45,12,114048,4,No pension,Married,Yes,No,Yes
248400,Not eligible,57,16,45015,3,No pension,Married,No,Yes,No
1600,Not eligible,33,18,51222,3,Receives pension,Not married,No,No,No
-1500,Not eligible,53,12,21150,1,Receives pension,Not married,No,No,Yes
100000,Not eligible,54,12,31512,2,No pension,Not married,No,Yes,Yes
-8752,Not eligible,39,12,55191,4,Receives pension,Married,Yes,No,No
0,Not eligible,50,6,13326,0,No pension,Married,Yes,No,Yes
-4900,Not eligible,47,16,41769,3,Receives pension,Not married,No,No,Yes
14420,Not eligible,42,18,47010,3,Receives pension,Not married,No,Yes,Yes
350,Not eligible,32,14,14925,0,No pension,Not married,No,No,No
0,Not eligible,35,12,37548,3,No pension,Married,Yes,No,Yes
30180,Not eligible,33,16,26448,1,No pension,Married,Yes,No,No
150,Not eligible,34,12,14982,0,No pension,Not married,No,No,Yes
2000,Not eligible,55,14,32340,2,No pension,Married,Yes,No,No
29498,Not eligible,39,16,54315,4,No pension,Married,Yes,Yes,Yes
-4355,Not eligible,25,14,33843,2,Receives pension,Married,Yes,No,No
11300,Not eligible,56,12,49866,3,No pension,Married,No,Yes,Yes
-335,Not eligible,40,13,14373,0,Receives pension,Not married,No,No,Yes
-800,Not eligible,58,12,4242,0,No pension,Not married,No,No,No
-1895,Not eligible,31,17,28362,2,Receives pension,Married,No,No,Yes
0,Not eligible,29,12,18705,1,No pension,Not married,No,No,Yes
-500,Not eligible,29,13,89280,4,Receives pension,Not married,No,No,No
16209,Not eligible,55,12,23346,1,No pension,Married,No,No,Yes
-31845,Not eligible,41,12,80439,4,No pension,Married,Yes,No,No
-12951,Not eligible,34,18,29166,2,No pension,Married,No,No,No
230,Not eligible,30,12,31725,2,No pension,Married,No,No,Yes
2200,Not eligible,29,12,8379,0,No pension,Not married,No,No,Yes
300,Not eligible,32,11,21420,1,No pension,Married,No,No,Yes
3000,Not eligible,38,14,6966,0,Receives pension,Not married,No,No,Yes
-15001,Not eligible,33,12,31236,2,No pension,Married,Yes,No,Yes
