ind_id,survey_round,district_id,region_id,treated,treatment,event_phase,sex,age,age_sq,nonag_employment,decision_power,savings_account,dv_accept,dv_goingout,dv_kids,dv_arguing,dv_sex,dv_food,hh_size,age_head,survey_weight
IND_008537,2005,ET_D056,2,0,0,,0,42,1764,1,,,,,,,,,4,37,1.2128
IND_008538,2019,ET_D130,10,0,0,,1,19,361,0,,0,,1,1,0,0,1,5,28,1.1235
IND_008539,2016,ET_D045,2,0,0,,0,34,1156,0,,,,,,,,,8,36,1.4039
IND_008540,2019,ET_D081,3,0,0,,0,18,324,0,,,,,,,,,7,44,1.2997
IND_008541,2005,ET_D042,1,0,0,,1,30,900,0,1,0,1,,0,1,,1,5,62,0.6856
IND_008542,2019,ET_D052,2,0,0,,0,17,289,1,,,,,,,,,5,53,0.9469
IND_008543,2016,ET_D002,4,1,1,0,1,30,900,1,,0,0,0,0,0,0,1,8,37,1.4195
IND_008544,2019,ET_D101,5,0,0,,1,26,676,0,,0,1,0,,1,0,0,7,52,0.424
IND_008545,2016,ET_D059,2,0,0,,1,17,289,0,1,0,0,0,1,1,0,1,5,48,0.9612
IND_008546,2000,ET_D047,2,0,0,,1,38,1444,0,,,0,1,,1,1,0,3,57,0.4457
IND_008547,2019,ET_D011,2,1,1,1,0,27,729,1,,,,,,,,,4,37,0.8481
IND_008548,2005,ET_D125,9,0,0,,0,33,1089,0,,,,,,,,,6,54,2.297
IND_008549,2016,ET_D129,10,0,0,,1,31,961,0,,0,1,1,1,1,1,1,7,65,1.6496
IND_008550,2016,ET_D003,2,1,1,0,1,15,225,0,,0,0,1,0,0,0,0,7,38,0.859
IND_008551,2016,ET_D030,1,0,0,,1,29,841,0,,0,1,1,0,0,1,0,2,22,0.8714
IND_008552,2019,ET_D082,3,0,0,,1,29,841,1,1,0,1,1,,0,0,0,5,65,0.7957
IND_008553,2016,ET_D137,12,0,0,,0,21,441,0,,,,,,,,,4,39,0.9939
IND_008554,2016,ET_D006,5,1,1,0,1,36,1296,0,1,0,0,0,1,0,1,,2,48,0.9436
IND_008555,2005,ET_D015,1,1,0,-3,1,25,625,0,,0,1,0,0,1,0,1,7,42,0.9333
IND_008556,2016,ET_D047,2,0,0,,0,21,441,0,,,,,,,,,6,49,0.6152
IND_008557,2016,ET_D029,1,0,0,,1,29,841,0,1,0,0,0,0,0,0,1,6,18,0.9715
IND_008558,2016,ET_D077,3,0,0,,1,38,1444,0,1,0,1,0,0,1,1,1,6,63,1.2544
IND_008559,2011,ET_D045,2,0,0,,0,15,225,0,,,,,,,,,3,43,1.0959
IND_008560,2016,ET_D001,1,1,1,1,1,30,900,0,1,0,0,0,0,0,0,0,4,40,0.6378
IND_008561,2019,ET_D001,1,1,1,2,0,29,841,0,,,,,,,,,4,45,1.1315
IND_008562,2016,ET_D010,3,1,1,0,1,31,961,1,,0,1,1,1,0,0,1,4,42,1.3242
IND_008563,2005,ET_D102,5,0,0,,1,22,484,0,,0,0,,0,0,0,0,3,42,0.3409
IND_008564,2019,ET_D005,3,1,1,1,0,52,2704,0,,,,,,,,,2,31,0.8532
IND_008565,2000,ET_D110,6,0,0,,1,36,1296,0,,0,1,0,1,,0,1,4,43,0.6967
IND_008566,2016,ET_D023,1,0,0,,1,33,1089,0,,0,0,1,1,0,1,1,5,52,0.6263
IND_008567,2005,ET_D037,1,0,0,,0,45,2025,0,,,,,,,,,5,43,0.856
IND_008568,2000,ET_D100,5,0,0,,1,34,1156,0,1,0,1,1,0,0,1,0,5,31,0.9229
IND_008569,2016,ET_D005,3,1,1,0,0,16,256,1,,,,,,,,,7,30,0.6784
IND_008570,2005,ET_D069,2,0,0,,0,19,361,0,,,,,,,,,6,38,1.1669
IND_008571,2016,ET_D037,1,0,0,,1,36,1296,0,,1,0,0,1,1,0,0,9,43,1.0331
IND_008572,2019,ET_D015,1,1,1,0,1,30,900,0,,0,0,0,0,0,,0,2,58,0.8078
IND_008573,2019,ET_D022,1,0,0,,1,31,961,1,1,0,1,0,0,1,1,0,6,18,1.0825
IND_008574,2019,ET_D071,3,0,0,,0,24,576,1,,,,,,,,,6,51,0.9876
IND_008575,2000,ET_D023,1,0,0,,1,23,529,0,1,,0,,0,0,1,0,5,53,0.9806
IND_008576,2016,ET_D004,4,1,1,0,0,19,361,1,,,,,,,,,6,48,0.4486
IND_008577,2019,ET_D104,6,0,0,,1,30,900,0,,0,1,0,1,1,0,,6,39,0.9906
IND_008578,2019,ET_D005,3,1,1,1,0,15,225,1,,,,,,,,,6,49,0.999
IND_008579,2000,ET_D093,4,0,0,,1,40,1600,1,,0,1,0,0,1,0,1,5,28,1.4721
IND_008580,2016,ET_D053,2,0,0,,1,42,1764,0,,0,1,0,1,1,0,0,6,35,1.3713
IND_008581,2011,ET_D050,2,0,0,,1,24,576,0,,0,1,1,0,0,0,0,7,38,1.2192
IND_008582,2011,ET_D102,5,0,0,,1,32,1024,0,,0,0,0,0,1,0,1,6,45,0.8543
IND_008583,2016,ET_D037,1,0,0,,1,21,441,,1,0,0,0,,0,0,0,8,30,0.7129
IND_008584,2019,ET_D069,2,0,0,,0,36,1296,1,,,,,,,,,4,36,0.9978
IND_008585,2005,ET_D137,12,0,0,,1,29,841,0,,0,,0,1,0,0,0,2,31,0.3646
IND_008586,2016,ET_D028,1,0,0,,1,29,841,0,1,0,1,0,0,0,0,0,7,50,0.3991
IND_008587,2005,ET_D104,6,0,0,,0,43,1849,0,,,,,,,,,7,27,1.1608
IND_008588,2019,ET_D084,4,0,0,,1,25,625,0,0,0,0,0,0,1,0,1,6,56,1.0395
IND_008589,2016,ET_D132,11,0,0,,1,23,529,0,,0,,1,1,1,,0,6,51,0.985
IND_008590,2011,ET_D032,1,0,0,,1,24,576,1,1,0,1,0,1,1,0,1,5,23,0.7584
IND_008591,2011,ET_D008,1,1,0,-1,0,32,1024,0,,,,,,,,,2,49,0.8342
IND_008592,2019,ET_D116,7,0,0,,0,44,1936,0,,,,,,,,,4,37,1.3232
IND_008593,2019,ET_D010,3,1,1,1,0,24,576,1,,,,,,,,,4,43,1.2493
IND_008594,2011,ET_D025,1,0,0,,1,45,2025,0,1,0,1,0,0,0,0,0,4,43,0.9529
IND_008595,2005,ET_D037,1,0,0,,1,16,256,0,1,0,1,0,0,0,0,1,4,46,1.317
IND_008596,2000,ET_D033,1,0,0,,1,37,1369,1,1,,0,1,0,1,1,1,3,59,0.7197
IND_008597,2016,ET_D006,5,1,1,0,0,25,625,1,,,,,,,,,6,45,0.5036
IND_008598,2016,ET_D043,1,0,0,,0,22,484,0,,,,,,,,,6,51,0.7993
IND_008599,2019,ET_D013,2,1,1,0,1,23,529,0,,1,0,,0,1,1,1,6,23,1.1101
IND_008600,2019,ET_D081,3,0,0,,1,15,225,0,,0,,1,1,1,1,0,2,35,0.7457
IND_008601,2016,ET_D015,1,1,0,-1,1,24,576,0,1,,1,1,1,1,1,0,5,80,0.5534
IND_008602,2005,ET_D101,5,0,0,,0,23,529,0,,,,,,,,,3,18,0.8422
IND_008603,2011,ET_D022,1,0,0,,0,15,225,1,,,,,,,,,5,53,0.6932
IND_008604,2005,ET_D048,2,0,0,,0,26,676,1,,,,,,,,,8,53,0.3317
IND_008605,2005,ET_D119,7,0,0,,1,36,1296,0,,0,0,0,1,0,0,1,2,35,1.2731
IND_008606,2000,ET_D069,2,0,0,,1,42,1764,1,1,0,0,1,,0,1,0,4,37,0.9855
IND_008607,2016,ET_D099,5,0,0,,1,28,784,0,1,0,0,0,0,0,1,0,4,40,1.2781
IND_008608,2000,ET_D079,3,0,0,,1,29,841,0,,0,1,1,0,1,0,1,3,49,0.9416
IND_008609,2005,ET_D015,1,1,0,-3,1,29,841,1,,0,1,0,1,0,1,1,3,43,0.9255
IND_008610,2000,ET_D098,5,0,0,,0,34,1156,1,,,,,,,,,3,53,0.9653
IND_008611,2019,ET_D112,7,0,0,,1,27,729,0,,0,1,0,0,0,1,0,7,50,0.7539
IND_008612,2019,ET_D081,3,0,0,,1,31,961,1,1,0,0,0,1,0,1,0,6,62,1.0541
IND_008613,2019,ET_D054,2,0,0,,0,31,961,1,,,,,,,,,6,28,1.5537
IND_008614,2000,ET_D007,1,1,0,-3,1,27,729,0,,0,0,1,0,0,1,0,4,38,1.1102
IND_008615,2000,ET_D055,2,0,0,,0,34,1156,0,,,,,,,,,4,51,1.259
IND_008616,2016,ET_D117,7,0,0,,0,31,961,0,,,,,,,,,6,33,1.3518
IND_008617,2019,ET_D036,1,0,0,,1,22,484,0,,0,1,0,1,1,1,1,4,44,0.9305
IND_008618,2011,ET_D045,2,0,0,,0,41,1681,0,,,,,,,,,5,50,1.6825
IND_008619,2019,ET_D046,2,0,0,,1,30,900,1,,0,0,0,0,1,,1,9,53,1.5164
IND_008620,2000,ET_D124,9,0,0,,1,41,1681,0,,0,0,1,0,1,0,1,8,47,0.5843
IND_008621,2019,ET_D009,2,1,1,1,0,32,1024,0,,,,,,,,,3,47,1.2557
IND_008622,2011,ET_D010,3,1,0,-1,1,38,1444,0,,0,1,1,0,1,0,1,8,29,1.1787
IND_008623,2011,ET_D036,1,0,0,,1,18,324,0,,0,0,0,,0,1,1,5,24,0.6085
IND_008624,2011,ET_D073,3,0,0,,0,41,1681,1,,,,,,,,,4,61,0.9827
IND_008625,2019,ET_D074,3,0,0,,0,24,576,0,,,,,,,,,4,41,0.3658
IND_008626,2019,ET_D044,2,0,0,,0,44,1936,0,,,,,,,,,4,46,0.851
IND_008627,2016,ET_D020,1,0,0,,1,15,225,0,,0,1,0,1,0,1,1,2,53,1.4951
IND_008628,2016,ET_D128,10,0,0,,1,35,1225,0,,1,0,0,0,0,0,0,6,31,0.553
IND_008629,2011,ET_D073,3,0,0,,1,28,784,0,,0,0,1,1,1,1,1,6,24,1.424
IND_008630,2005,ET_D024,1,0,0,,0,30,900,1,,,,,,,,,2,21,0.7373
IND_008631,2011,ET_D104,6,0,0,,1,34,1156,0,,0,0,0,1,1,,0,2,38,1.8906
IND_008632,2019,ET_D033,1,0,0,,1,22,484,0,1,0,0,0,0,1,1,0,2,56,0.607
IND_008633,2019,ET_D069,2,0,0,,0,17,289,1,,,,,,,,,3,46,0.8522
IND_008634,2019,ET_D023,1,0,0,,1,20,400,0,1,0,0,0,1,1,,0,4,38,0.5102
IND_008635,2019,ET_D011,2,1,1,1,0,42,1764,1,,,,,,,,,1,49,0.92
IND_008636,2005,ET_D016,2,1,0,-3,1,31,961,1,,0,1,1,0,1,1,0,6,50,0.9543
IND_008637,2016,ET_D112,7,0,0,,0,34,1156,0,,,,,,,,,2,33,1.6706
IND_008638,2011,ET_D094,4,0,0,,1,26,676,0,,0,1,1,0,0,1,0,9,61,0.821
IND_008639,2016,ET_D013,2,1,0,-1,1,36,1296,1,,1,1,1,0,1,1,1,3,41,0.8544
IND_008640,2019,ET_D123,8,0,0,,1,26,676,,,0,0,0,0,0,0,0,3,51,0.9942
IND_008641,2011,ET_D118,7,0,0,,1,25,625,0,,0,0,1,1,1,1,0,1,50,0.8239
IND_008642,2011,ET_D109,6,0,0,,1,40,1600,0,,0,1,0,0,0,1,0,5,38,1.3842
IND_008643,2019,ET_D008,1,1,1,1,1,32,1024,1,1,0,1,1,,0,1,0,6,44,0.6031
IND_008644,2005,ET_D118,7,0,0,,0,38,1444,0,,,,,,,,,6,38,1.0354
IND_008645,2016,ET_D081,3,0,0,,0,50,2500,0,,,,,,,,,4,46,0.3949
IND_008646,2011,ET_D062,2,0,0,,1,35,1225,0,0,,,0,1,0,0,0,4,54,1.0734
IND_008647,2005,ET_D087,4,0,0,,0,20,400,0,,,,,,,,,7,22,1.4778
IND_008648,2000,ET_D139,12,0,0,,1,37,1369,0,,0,1,1,0,1,0,1,6,28,1.9184
IND_008649,2019,ET_D048,2,0,0,,1,34,1156,0,1,0,1,0,1,0,1,1,3,49,0.8984
IND_008650,2016,ET_D026,1,0,0,,0,29,841,1,,,,,,,,,5,29,0.8552
IND_008651,2005,ET_D057,2,0,0,,1,15,225,0,,0,1,1,1,1,,1,6,63,0.9586
IND_008652,2011,ET_D064,2,0,0,,1,27,729,0,,0,,0,0,0,0,0,6,32,1.4444
IND_008653,2019,ET_D008,1,1,1,1,1,29,841,1,,1,0,0,1,0,0,1,6,33,0.6698
IND_008654,2016,ET_D053,2,0,0,,0,22,484,0,,,,,,,,,3,45,0.8859
IND_008655,2019,ET_D017,7,1,1,0,0,15,225,0,,,,,,,,,2,39,0.9369
IND_008656,2011,ET_D005,3,1,0,-1,1,15,225,1,,0,1,0,0,0,1,,5,48,0.8838
IND_008657,2005,ET_D027,1,0,0,,1,23,529,0,,0,1,1,0,1,0,0,6,42,0.7297
IND_008658,2019,ET_D005,3,1,1,1,1,31,961,1,,1,0,0,1,0,,1,6,40,0.3283
IND_008659,2005,ET_D003,2,1,0,-2,1,36,1296,0,1,0,1,1,1,0,0,1,5,36,0.688
IND_008660,2011,ET_D040,1,0,0,,0,36,1296,1,,,,,,,,,3,46,0.4989
IND_008661,2016,ET_D001,1,1,1,1,1,43,1849,0,,0,0,1,0,1,0,0,4,48,1.2577
IND_008662,2011,ET_D021,1,0,0,,0,33,1089,1,,,,,,,,,4,49,0.8854
IND_008663,2011,ET_D056,2,0,0,,1,32,1024,0,,0,0,1,0,0,0,1,4,53,0.6776
IND_008664,2011,ET_D059,2,0,0,,0,33,1089,0,,,,,,,,,6,45,0.8131
IND_008665,2005,ET_D082,3,0,0,,1,18,324,0,,0,1,1,0,1,1,0,9,49,1.4614
IND_008666,2011,ET_D080,3,0,0,,1,37,1369,0,,0,1,1,,1,1,1,4,48,1.8657
IND_008667,2005,ET_D125,9,0,0,,1,33,1089,0,1,0,1,1,1,1,1,0,4,34,1.676
IND_008668,2016,ET_D067,2,0,0,,1,32,1024,0,,0,1,0,1,1,0,0,5,71,1.4512
IND_008669,2011,ET_D119,7,0,0,,1,31,961,0,1,0,0,1,1,0,0,1,4,27,0.6172
IND_008670,2016,ET_D054,2,0,0,,1,16,256,1,1,0,1,,,1,0,0,4,48,1.4028
IND_008671,2000,ET_D105,6,0,0,,0,34,1156,0,,,,,,,,,6,57,0.8008
IND_008672,2000,ET_D060,2,0,0,,1,17,289,0,,,1,1,0,1,0,0,4,55,0.5522
IND_008673,2000,ET_D085,4,0,0,,1,36,1296,0,,0,1,0,0,0,1,1,3,49,0.6855
IND_008674,2000,ET_D009,2,1,0,-3,0,18,324,1,,,,,,,,,2,42,0.7368
IND_008675,2019,ET_D008,1,1,1,1,1,15,225,1,,0,1,0,0,0,0,0,5,41,1.3109
IND_008676,2016,ET_D080,3,0,0,,1,15,225,0,,1,1,1,,,0,0,2,19,0.7488
IND_008677,2016,ET_D043,1,0,0,,0,20,400,0,,,,,,,,,3,63,0.8074
IND_008678,2011,ET_D094,4,0,0,,0,35,1225,1,,,,,,,,,5,38,0.8133
IND_008679,2011,ET_D090,4,0,0,,1,22,484,1,1,0,0,1,1,,0,0,4,27,0.3783
IND_008680,2016,ET_D009,2,1,1,0,0,39,1521,0,,,,,,,,,5,35,1.1135
IND_008681,2005,ET_D102,5,0,0,,1,36,1296,0,,0,1,0,0,0,0,0,3,25,0.5017
IND_008682,2005,ET_D023,1,0,0,,0,43,1849,0,,,,,,,,,7,40,1.5378
IND_008683,2019,ET_D052,2,0,0,,0,25,625,1,,,,,,,,,5,41,1.2328
IND_008684,2011,ET_D034,1,0,0,,0,30,900,0,,,,,,,,,5,51,0.9635
IND_008685,2000,ET_D096,5,0,0,,1,41,1681,0,,0,1,,1,1,1,0,5,36,1.0734
IND_008686,2016,ET_D089,4,0,0,,1,16,256,,,,0,1,1,1,1,0,4,29,1.1385
IND_008687,2016,ET_D052,2,0,0,,0,15,225,0,,,,,,,,,5,53,1.0616
IND_008688,2005,ET_D135,11,0,0,,1,30,900,0,,0,0,1,1,0,0,1,5,47,0.6128
IND_008689,2000,ET_D114,7,0,0,,1,24,576,0,,,0,0,1,1,0,1,6,40,0.901
IND_008690,2016,ET_D032,1,0,0,,1,44,1936,0,,0,0,0,1,1,1,1,3,52,0.5026
IND_008691,2011,ET_D137,12,0,0,,0,24,576,0,,,,,,,,,5,32,2.4684
IND_008692,2000,ET_D129,10,0,0,,1,27,729,1,,0,1,0,0,0,0,1,6,49,0.6852
IND_008693,2019,ET_D132,11,0,0,,1,26,676,0,1,0,,1,1,0,0,1,6,56,1.1993
IND_008694,2019,ET_D082,3,0,0,,1,17,289,0,,0,0,0,0,0,0,0,3,41,0.9152
IND_008695,2005,ET_D069,2,0,0,,1,25,625,0,1,0,1,1,1,1,0,1,5,38,1.0411
IND_008696,2005,ET_D050,2,0,0,,1,43,1849,1,1,0,1,0,1,0,1,1,4,44,1.0906
IND_008697,2011,ET_D134,11,0,0,,1,40,1600,1,0,0,0,0,,1,0,1,6,42,0.7123
IND_008698,2011,ET_D100,5,0,0,,0,28,784,1,,,,,,,,,4,40,0.5759
IND_008699,2005,ET_D112,7,0,0,,0,32,1024,0,,,,,,,,,1,39,0.7339
IND_008700,2011,ET_D018,1,0,0,,0,40,1600,0,,,,,,,,,6,57,0.9504
IND_008701,2011,ET_D135,11,0,0,,1,28,784,1,,0,1,0,0,0,0,0,4,71,0.9211
IND_008702,2019,ET_D049,2,0,0,,0,23,529,0,,,,,,,,,4,35,0.7486
IND_008703,2011,ET_D107,6,0,0,,1,27,729,0,1,0,1,0,0,,0,0,1,24,1.5422
IND_008704,2016,ET_D055,2,0,0,,0,40,1600,1,,,,,,,,,3,50,1.3113
IND_008705,2000,ET_D081,3,0,0,,1,43,1849,0,1,0,1,1,1,0,1,1,4,54,1.0194
IND_008706,2000,ET_D072,3,0,0,,1,20,400,1,1,0,1,1,0,1,1,0,4,55,0.9098
IND_008707,2011,ET_D028,1,0,0,,0,15,225,0,,,,,,,,,2,51,2.164
IND_008708,2005,ET_D066,2,0,0,,1,44,1936,0,1,0,0,1,0,1,1,1,2,33,0.9035
IND_008709,2005,ET_D062,2,0,0,,1,39,1521,0,,0,1,,0,0,0,0,2,54,0.9817
IND_008710,2011,ET_D019,1,0,0,,1,33,1089,0,,0,1,1,1,0,0,0,5,35,0.9872
IND_008711,2000,ET_D090,4,0,0,,0,35,1225,0,,,,,,,,,6,56,0.5599
IND_008712,2000,ET_D128,10,0,0,,0,31,961,1,,,,,,,,,5,51,1.2525
IND_008713,2005,ET_D015,1,1,0,-3,0,38,1444,0,,,,,,,,,4,36,0.6655
IND_008714,2005,ET_D013,2,1,0,-3,0,27,729,0,,,,,,,,,6,35,1.1031
IND_008715,2005,ET_D098,5,0,0,,1,17,289,0,0,0,0,,1,0,0,1,5,39,1.0547
IND_008716,2016,ET_D121,8,0,0,,1,19,361,0,1,0,1,0,0,1,0,0,6,41,0.763
IND_008717,2019,ET_D052,2,0,0,,1,15,225,,1,0,,1,1,0,0,1,3,54,1.1198
IND_008718,2019,ET_D101,5,0,0,,1,29,841,0,1,0,1,,1,0,1,1,5,27,0.6229
IND_008719,2011,ET_D022,1,0,0,,1,23,529,,1,0,1,0,1,1,1,0,5,49,1.0403
IND_008720,2011,ET_D007,1,1,0,-1,1,31,961,1,,0,0,,1,0,0,1,5,54,0.8897
IND_008721,2000,ET_D061,2,0,0,,0,25,625,1,,,,,,,,,6,53,0.7305
IND_008722,2005,ET_D006,5,1,0,-2,1,15,225,0,1,0,0,0,1,0,0,0,6,35,0.56
IND_008723,2019,ET_D139,12,0,0,,0,22,484,0,,,,,,,,,6,22,1.2864
IND_008724,2000,ET_D126,9,0,0,,0,42,1764,0,,,,,,,,,3,25,1.2796
IND_008725,2016,ET_D022,1,0,0,,1,52,2704,1,,0,1,0,1,1,0,,2,35,1.7967
IND_008726,2000,ET_D052,2,0,0,,1,26,676,0,,0,1,0,,,,,5,42,0.8006
IND_008727,2016,ET_D017,7,1,0,-1,0,32,1024,0,,,,,,,,,4,30,1.4971
IND_008728,2011,ET_D093,4,0,0,,0,28,784,0,,,,,,,,,6,62,0.6999
IND_008729,2005,ET_D008,1,1,0,-2,0,41,1681,0,,,,,,,,,8,34,0.9038
IND_008730,2016,ET_D005,3,1,1,0,0,36,1296,1,,,,,,,,,8,48,1.628
IND_008731,2019,ET_D003,2,1,1,1,1,19,361,1,1,1,0,0,1,1,0,1,4,56,1.9807
IND_008732,2005,ET_D024,1,0,0,,1,30,900,0,1,0,0,1,1,1,0,0,8,46,0.8571
IND_008733,2005,ET_D106,6,0,0,,0,30,900,1,,,,,,,,,3,28,1.4716
IND_008734,2016,ET_D010,3,1,1,0,0,38,1444,0,,,,,,,,,4,46,1.6332
IND_008735,2016,ET_D050,2,0,0,,1,36,1296,1,,0,1,0,0,,1,0,6,38,0.9795
IND_008736,2011,ET_D129,10,0,0,,1,30,900,0,,0,1,1,0,0,1,0,3,36,1.0495
IND_008737,2019,ET_D119,7,0,0,,1,27,729,0,0,0,0,1,0,1,1,,6,26,1.1055
IND_008738,2019,ET_D135,11,0,0,,1,38,1444,0,,0,1,1,1,1,1,0,5,51,0.6399
IND_008739,2016,ET_D138,12,0,0,,1,24,576,1,,0,0,0,0,1,,1,6,18,0.6795
IND_008740,2019,ET_D022,1,0,0,,0,40,1600,1,,,,,,,,,4,63,1.8956
IND_008741,2016,ET_D022,1,0,0,,0,31,961,1,,,,,,,,,4,41,0.8131
IND_008742,2016,ET_D038,1,0,0,,1,34,1156,1,1,0,,,0,1,1,,4,38,1.2629
IND_008743,2005,ET_D122,8,0,0,,1,35,1225,1,1,0,1,0,1,,0,0,4,18,1.2483
IND_008744,2019,ET_D130,10,0,0,,1,18,324,0,1,0,1,0,1,0,0,1,6,55,1.0682
IND_008745,2016,ET_D116,7,0,0,,1,32,1024,1,1,1,1,1,0,1,0,0,2,49,1.2048
IND_008746,2011,ET_D103,5,0,0,,1,50,2500,1,,0,1,0,1,0,0,0,4,49,1.5366
IND_008747,2016,ET_D081,3,0,0,,1,28,784,0,,0,1,0,1,1,0,0,6,23,1.257
IND_008748,2005,ET_D030,1,0,0,,1,41,1681,0,,0,1,1,1,1,1,1,4,52,0.861
IND_008749,2016,ET_D098,5,0,0,,1,30,900,0,0,0,1,0,1,0,1,1,5,44,0.6006
IND_008750,2000,ET_D024,1,0,0,,1,16,256,0,,,1,1,0,1,1,1,6,55,0.706
IND_008751,2005,ET_D137,12,0,0,,1,34,1156,0,1,0,0,0,1,0,0,1,3,23,1.1295
IND_008752,2011,ET_D086,4,0,0,,0,29,841,0,,,,,,,,,3,45,0.6535
IND_008753,2011,ET_D033,1,0,0,,0,19,361,1,,,,,,,,,4,38,1.637
IND_008754,2019,ET_D087,4,0,0,,1,41,1681,0,1,0,0,0,1,0,1,0,3,65,1.0227
IND_008755,2011,ET_D071,3,0,0,,0,36,1296,1,,,,,,,,,8,40,0.6624
IND_008756,2016,ET_D118,7,0,0,,0,15,225,0,,,,,,,,,5,59,1.2296
IND_008757,2011,ET_D077,3,0,0,,1,18,324,0,,0,,1,1,0,0,0,5,38,1.5359
IND_008758,2000,ET_D022,1,0,0,,1,31,961,0,,0,1,,1,0,0,1,5,39,0.9623
IND_008759,2019,ET_D039,1,0,0,,1,38,1444,1,1,0,,,0,,,,7,38,1.6443
IND_008760,2011,ET_D089,4,0,0,,1,15,225,0,0,0,1,0,1,1,0,1,1,44,1.1221
IND_008761,2011,ET_D074,3,0,0,,0,29,841,0,,,,,,,,,8,36,1.0676
IND_008762,2016,ET_D130,10,0,0,,1,37,1369,,,1,0,1,0,0,1,1,4,58,0.3618
IND_008763,2016,ET_D086,4,0,0,,1,52,2704,0,1,0,1,1,1,1,0,0,1,33,1.8199
IND_008764,2019,ET_D094,4,0,0,,0,27,729,1,,,,,,,,,2,53,1.356
IND_008765,2011,ET_D126,9,0,0,,1,37,1369,0,0,0,0,1,0,0,1,1,7,50,0.9548
IND_008766,2019,ET_D136,12,0,0,,1,23,529,1,1,0,1,0,0,0,0,0,5,41,1.62
IND_008767,2000,ET_D090,4,0,0,,1,30,900,0,1,0,1,0,0,0,0,0,3,23,0.969
IND_008768,2011,ET_D007,1,1,0,-1,0,33,1089,1,,,,,,,,,7,54,0.9316
IND_008769,2000,ET_D132,11,0,0,,0,21,441,0,,,,,,,,,1,59,0.545
IND_008770,2000,ET_D016,2,1,0,-4,0,22,484,0,,,,,,,,,6,52,0.9256
IND_008771,2011,ET_D131,10,0,0,,1,40,1600,0,,0,0,1,0,1,0,1,3,60,0.8144
IND_008772,2005,ET_D020,1,0,0,,0,37,1369,0,,,,,,,,,8,56,0.6862
IND_008773,2011,ET_D041,1,0,0,,1,35,1225,0,1,0,0,0,0,0,0,0,6,39,0.5374
IND_008774,2016,ET_D007,1,1,1,0,0,43,1849,0,,,,,,,,,4,24,1.4884
IND_008775,2019,ET_D019,1,0,0,,1,45,2025,0,0,0,1,0,0,1,1,,5,35,1.0356
IND_008776,2000,ET_D097,5,0,0,,1,15,225,0,1,0,0,0,1,1,0,0,6,29,1.4571
IND_008777,2019,ET_D037,1,0,0,,1,25,625,0,,,1,1,1,1,0,1,5,46,0.6229
IND_008778,2011,ET_D128,10,0,0,,0,23,529,0,,,,,,,,,3,32,0.7272
IND_008779,2019,ET_D005,3,1,1,1,0,20,400,1,,,,,,,,,3,24,1.2697
IND_008780,2019,ET_D133,11,0,0,,1,22,484,1,,1,1,0,1,0,0,0,7,53,0.6373
IND_008781,2005,ET_D002,4,1,0,-2,1,43,1849,0,,0,1,1,0,1,1,0,6,61,0.6714
IND_008782,2019,ET_D062,2,0,0,,1,39,1521,0,1,0,1,,0,0,0,1,5,39,0.7638
IND_008783,2011,ET_D021,1,0,0,,1,35,1225,,,0,1,1,1,0,1,1,6,34,0.6999
IND_008784,2005,ET_D008,1,1,0,-2,1,29,841,1,0,0,,1,1,0,0,1,2,33,0.9551
IND_008785,2016,ET_D137,12,0,0,,0,28,784,0,,,,,,,,,5,38,0.7467
IND_008786,2016,ET_D023,1,0,0,,0,33,1089,0,,,,,,,,,6,39,1.5313
IND_008787,2019,ET_D050,2,0,0,,1,16,256,1,,0,0,,0,0,1,0,4,56,1.2631
IND_008788,2019,ET_D024,1,0,0,,1,23,529,1,1,0,1,1,1,1,0,1,6,33,0.7711
IND_008789,2005,ET_D053,2,0,0,,1,44,1936,1,0,0,1,1,1,1,0,0,6,41,1.8602
IND_008790,2005,ET_D100,5,0,0,,0,26,676,1,,,,,,,,,6,58,0.8801
IND_008791,2005,ET_D052,2,0,0,,0,37,1369,1,,,,,,,,,6,23,1.6133
IND_008792,2005,ET_D137,12,0,0,,0,22,484,0,,,,,,,,,8,36,1.1918
IND_008793,2000,ET_D043,1,0,0,,1,27,729,0,,0,1,1,,0,1,0,6,29,0.8857
IND_008794,2000,ET_D011,2,1,0,-3,1,35,1225,0,1,0,0,0,0,1,,0,5,56,1.016
IND_008795,2019,ET_D120,8,0,0,,0,31,961,0,,,,,,,,,4,43,0.4805
IND_008796,2016,ET_D075,3,0,0,,1,26,676,0,,1,1,1,,0,1,1,6,50,0.3074
IND_008797,2000,ET_D007,1,1,0,-3,0,24,576,1,,,,,,,,,2,47,1.081
IND_008798,2011,ET_D010,3,1,0,-1,1,31,961,0,0,0,1,1,0,1,0,1,5,61,0.8799
IND_008799,2005,ET_D020,1,0,0,,1,38,1444,0,,0,1,,1,0,0,1,2,32,1.5111
IND_008800,2011,ET_D032,1,0,0,,1,49,2401,1,,0,0,1,1,0,1,0,7,50,0.684
IND_008801,2000,ET_D034,1,0,0,,0,36,1296,0,,,,,,,,,4,41,0.4172
IND_008802,2019,ET_D025,1,0,0,,0,44,1936,0,,,,,,,,,3,18,1.1722
IND_008803,2016,ET_D134,11,0,0,,1,37,1369,1,,0,1,0,1,1,0,0,7,39,0.5162
IND_008804,2019,ET_D083,4,0,0,,0,20,400,1,,,,,,,,,9,46,1.2898
