hh_id,survey_round,district_id,region_id,treated,treatment,event_phase,durable_goods_pc,housing_quality,wealth_index,hh_size,age_head,survey_weight
HH_006112,2011,ET_D128,10,0,0,,0.02827167214122006,1,0.7585410907534965,4,21,1.4027
HH_006113,2019,ET_D078,3,0,0,,0.8016287554676654,0,-1.0286608602760898,2,22,1.0517
HH_006114,2016,ET_D053,2,0,0,,-0.22005865022745585,1,,4,49,1.1316
HH_006115,2016,ET_D090,4,0,0,,-0.3544491569212584,0,-0.06624076971590152,3,32,1.4648
HH_006116,2016,ET_D034,1,0,0,,-0.932173434298808,0,-1.1536881194082387,6,48,1.3003
HH_006117,2000,ET_D026,1,0,0,,0.23644490102230378,1,-1.5143450999684238,8,63,0.8842
HH_006118,2005,ET_D048,2,0,0,,-0.08684126032408668,1,-1.6895408767906148,3,39,1.0544
HH_006119,2000,ET_D125,9,0,0,,0.222288435176423,0,0.1346830477945434,3,32,1.1602
HH_006120,2000,ET_D102,5,0,0,,-0.3821276118146974,0,0.15553217068779462,7,33,0.8846
HH_006121,2019,ET_D041,1,0,0,,-0.41110550684171643,0,-0.5722374963247694,9,32,1.2196
HH_006122,2016,ET_D071,3,0,0,,-0.003956771421448513,1,,4,54,1.1273
HH_006123,2005,ET_D060,2,0,0,,0.5646256012716153,0,-0.8493728916520111,4,42,0.777
HH_006124,2000,ET_D132,11,0,0,,1.3770400798223734,1,0.9895642446056233,2,29,0.7784
HH_006125,2016,ET_D053,2,0,0,,0.16241829108664932,0,-0.06394128371460218,7,46,0.622
HH_006126,2016,ET_D011,2,1,1,0,,1,,4,48,0.9504
HH_006127,2019,ET_D008,1,1,1,1,,1,0.25173380570600146,2,51,1.5266
HH_006128,2005,ET_D014,6,1,0,-3,-0.19370588527605717,0,,8,40,0.4061
HH_006129,2005,ET_D006,5,1,0,-2,-0.35581623066374796,,,4,36,0.6408
HH_006130,2019,ET_D090,4,0,0,,0.4415609490132567,0,,6,49,1.1148
HH_006131,2005,ET_D121,8,0,0,,1.0139015136073337,0,1.2553217228239868,5,46,0.2889
HH_006132,2000,ET_D054,2,0,0,,-0.19271410125683852,1,0.5528853983948957,3,51,1.4917
HH_006133,2011,ET_D030,1,0,0,,0.5702818294618944,0,0.12162083884414748,3,38,0.9711
HH_006134,2019,ET_D023,1,0,0,,0.5847453909047455,1,0.019290193160118,7,40,1.7614
HH_006135,2011,ET_D069,2,0,0,,1.2436559254930253,0,1.236153034934364,6,52,1.4254
HH_006136,2016,ET_D057,2,0,0,,-0.27831856907105135,0,0.6230557573280661,6,18,0.5773
HH_006137,2016,ET_D056,2,0,0,,-0.9602692863058148,0,1.9243089740049681,5,49,1.3938
HH_006138,2019,ET_D004,4,1,1,1,0.7014949263907729,1,,4,25,1.0574
HH_006139,2011,ET_D094,4,0,0,,1.1984983393913546,0,,3,34,0.8226
HH_006140,2019,ET_D074,3,0,0,,0.932003299882567,0,-0.6442463521564414,7,31,0.5777
HH_006141,2005,ET_D038,1,0,0,,0.2892716842390942,0,-0.6065342578854124,6,36,0.6957
HH_006142,2016,ET_D112,7,0,0,,1.4676469740936229,0,-0.47708205402331505,4,54,1.1655
HH_006143,2019,ET_D074,3,0,0,,0.6408448472457648,1,-2.4589929174014626,2,27,0.8968
HH_006144,2019,ET_D029,1,0,0,,0.5247764602889154,0,,9,50,0.985
HH_006145,2000,ET_D065,2,0,0,,0.07677668568052215,0,-0.3986738137723524,1,47,0.4367
HH_006146,2011,ET_D109,6,0,0,,1.1050886126409811,0,,4,55,1.2739
HH_006147,2000,ET_D100,5,0,0,,-0.3083326729004288,0,-0.6648298568031966,6,69,1.6562
HH_006148,2016,ET_D102,5,0,0,,-0.290064239864553,1,-0.5148564742243819,5,36,1.3237
HH_006149,2016,ET_D009,2,1,1,0,1.6285020859498,1,1.1700039890983065,2,41,0.7185
HH_006150,2019,ET_D091,4,0,0,,0.4833158441306975,0,-1.628500441058606,6,48,0.9998
HH_006151,2005,ET_D090,4,0,0,,-0.008444494018450766,0,-0.8362835681656059,5,47,1.4771
HH_006152,2005,ET_D073,3,0,0,,1.6289617114338004,1,0.5104320038230514,9,32,0.4548
HH_006153,2019,ET_D111,6,0,0,,-0.07086950800144853,0,1.136569852911216,2,39,0.5756
HH_006154,2016,ET_D092,4,0,0,,0.6715777620458773,0,-1.3512708994157374,4,24,1.4571
HH_006155,2011,ET_D041,1,0,0,,-1.0642164878353821,1,0.8836623853985008,5,50,0.7018
HH_006156,2011,ET_D090,4,0,0,,0.6705769356731607,0,,8,66,1.4885
HH_006157,2016,ET_D123,8,0,0,,0.19427026154406946,,-0.4569910434314205,2,61,1.0798
HH_006158,2005,ET_D004,4,1,0,-2,-0.17251701867302682,0,0.06054822159569199,7,21,1.0547
HH_006159,2011,ET_D124,9,0,0,,,1,-1.3621167539424521,5,68,1.0721
HH_006160,2011,ET_D057,2,0,0,,0.41053346147203446,0,0.21393121575063795,4,35,1.2946
HH_006161,2016,ET_D009,2,1,1,0,,1,2.0261232401193032,4,27,1.6363
HH_006162,2019,ET_D074,3,0,0,,0.30989874697962116,0,1.0100229302947425,7,38,1.0712
HH_006163,2016,ET_D029,1,0,0,,,1,0.4359626349525361,6,34,0.4995
HH_006164,2016,ET_D080,3,0,0,,,0,-2.3994047568302648,5,48,1.2823
HH_006165,2000,ET_D094,4,0,0,,0.5164023860041581,0,,7,46,0.5375
HH_006166,2011,ET_D023,1,0,0,,0.6306281759848705,0,-0.20867768534325198,5,30,0.9694
HH_006167,2019,ET_D006,5,1,1,1,0.3641186163621242,0,,2,21,1.4484
HH_006168,2000,ET_D053,2,0,0,,,0,-0.6804171890011885,6,34,1.2211
HH_006169,2011,ET_D067,2,0,0,,0.6155624558653174,0,-0.31878141662976334,4,46,0.6142
HH_006170,2011,ET_D097,5,0,0,,0.8843513480207135,0,-0.4147773947484821,7,52,0.7345
HH_006171,2011,ET_D003,2,1,0,-1,,0,-0.21969624154720963,4,53,1.2048
HH_006172,2016,ET_D127,9,0,0,,0.41589269795380024,0,-0.38322607256212904,3,18,0.9236
HH_006173,2000,ET_D111,6,0,0,,0.33612547195375186,0,0.7573748766806975,6,42,1.0049
HH_006174,2011,ET_D091,4,0,0,,1.0920714643375269,0,0.1937088675285487,7,47,1.1428
HH_006175,2016,ET_D034,1,0,0,,,0,-2.3842540162777364,4,47,0.512
HH_006176,2019,ET_D091,4,0,0,,0.8831651338311262,0,0.277950233835488,5,35,1.0202
HH_006177,2000,ET_D082,3,0,0,,0.30996439931609837,0,,2,47,0.5081
HH_006178,2019,ET_D038,1,0,0,,0.857102042935932,0,-0.9142372311454885,7,52,0.9907
HH_006179,2019,ET_D026,1,0,0,,0.4343087581876855,0,1.6044209480360032,7,35,0.8107
HH_006180,2000,ET_D025,1,0,0,,-0.5173337993407563,1,-1.1471979226954847,4,50,0.9772
HH_006181,2019,ET_D057,2,0,0,,-0.6375915665800407,0,0.14279434069611155,6,49,1.2267
HH_006182,2016,ET_D003,2,1,1,0,1.5173056868148564,0,-0.7208072250666441,8,40,0.9358
HH_006183,2005,ET_D099,5,0,0,,-0.508020892199252,1,0.07725658340015065,6,58,0.6072
HH_006184,2016,ET_D053,2,0,0,,0.0778324608710253,1,-2.578715273024153,8,48,0.8095
HH_006185,2011,ET_D089,4,0,0,,-0.5199136953019636,0,,6,38,0.4314
HH_006186,2005,ET_D093,4,0,0,,0.008473841755659656,0,-0.4540818145726625,6,29,0.5899
HH_006187,2011,ET_D127,9,0,0,,-0.17700867762097167,0,0.850305183081247,4,51,0.7422
HH_006188,2019,ET_D133,11,0,0,,,0,-0.3655922318835035,3,68,0.6773
HH_006189,2016,ET_D055,2,0,0,,-0.170980786274175,0,-3.1603195361518495,5,34,1.0738
HH_006190,2019,ET_D093,4,0,0,,0.4022248443826788,0,0.6510876421589677,5,23,1.53
HH_006191,2005,ET_D067,2,0,0,,-0.055962636448255554,1,-0.4802117801538891,4,18,0.9683
HH_006192,2016,ET_D001,1,1,1,1,1.0431929775286064,,1.0429084476784258,5,29,1.2752
HH_006193,2011,ET_D063,2,0,0,,1.0486669580348318,1,1.426529474873669,2,32,1.324
HH_006194,2000,ET_D127,9,0,0,,0.5172168894458604,1,-1.6159678623061948,6,43,1.7296
HH_006195,2005,ET_D125,9,0,0,,-0.12383476964118001,1,-0.010798573265531445,4,44,1.2182
HH_006196,2000,ET_D093,4,0,0,,,,-0.49073392667543125,2,38,0.7378
HH_006197,2011,ET_D059,2,0,0,,0.5309029314905497,1,,6,38,1.2469
HH_006198,2011,ET_D019,1,0,0,,0.6322054349307517,0,,6,30,2.0365
HH_006199,2005,ET_D051,2,0,0,,0.9745043007826304,0,-1.187096980669203,2,37,1.0495
HH_006200,2011,ET_D038,1,0,0,,0.25913896287522864,,,6,38,0.7019
HH_006201,2019,ET_D020,1,0,0,,0.4325414032311998,0,-0.6762939584329302,4,49,0.7128
HH_006202,2016,ET_D114,7,0,0,,0.07265264451401796,0,0.1494062545282514,6,37,1.0005
HH_006203,2005,ET_D056,2,0,0,,0.3523813664313892,0,0.7345108661437784,3,36,0.8406
HH_006204,2005,ET_D039,1,0,0,,0.492875460588312,0,-1.3654191392868156,4,55,0.644
HH_006205,2019,ET_D115,7,0,0,,0.2547171397790565,0,,4,35,1.1375
HH_006206,2005,ET_D117,7,0,0,,0.736131797976227,0,,3,47,0.9783
HH_006207,2005,ET_D091,4,0,0,,-0.6902677420579725,0,-0.1613824778020116,2,28,1.129
HH_006208,2019,ET_D084,4,0,0,,-0.6817998872102732,0,-0.378365108534914,5,24,1.2769
HH_006209,2019,ET_D055,2,0,0,,-0.22279847604096498,,,5,59,0.6857
HH_006210,2011,ET_D053,2,0,0,,-0.5323223458925425,0,-0.68142982974392,1,51,1.2833
HH_006211,2016,ET_D074,3,0,0,,0.4800762374494641,0,-2.763542882182505,6,55,0.8478
HH_006212,2011,ET_D108,6,0,0,,0.04923828845703565,0,0.4077096873174108,2,46,1.0253
HH_006213,2016,ET_D022,1,0,0,,0.9196969554255545,0,0.3031000186364262,4,42,0.5782
HH_006214,2000,ET_D033,1,0,0,,0.002240522196060607,1,0.42731366002699994,8,31,1.6864
HH_006215,2019,ET_D125,9,0,0,,0.44667935781595286,0,-1.5171433917899082,5,44,1.63
HH_006216,2016,ET_D011,2,1,1,0,0.48056996316505496,1,-0.08019326990365,5,50,1.1285
HH_006217,2005,ET_D040,1,0,0,,0.21144962511711543,0,,6,38,0.6061
HH_006218,2000,ET_D083,4,0,0,,0.8604318068183757,0,-0.31970802509667473,6,54,0.7378
HH_006219,2019,ET_D073,3,0,0,,-0.3659244269582733,0,0.8137668155950871,2,27,0.9464
HH_006220,2000,ET_D029,1,0,0,,0.6423257664078658,0,0.06859317248575526,8,39,0.9033
HH_006221,2016,ET_D029,1,0,0,,0.6865159610752349,0,-1.0594085122734398,6,47,0.4106
HH_006222,2016,ET_D064,2,0,0,,0.2688568704441626,0,,4,41,0.9174
HH_006223,2016,ET_D117,7,0,0,,,0,0.48615425515537747,5,61,1.5318
HH_006224,2005,ET_D004,4,1,0,-2,-0.11118826519553099,0,1.1609963617670433,5,61,0.7891
HH_006225,2000,ET_D103,5,0,0,,0.9040618145270138,0,-0.11729418350811505,4,45,1.3363
HH_006226,2011,ET_D123,8,0,0,,-0.025607546427852346,0,0.5374487929949019,3,38,1.1846
HH_006227,2016,ET_D031,1,0,0,,0.2995437200065336,1,-0.7670886096677181,5,40,0.5726
HH_006228,2016,ET_D079,3,0,0,,-0.7537808134518522,,,8,54,0.659
HH_006229,2016,ET_D126,9,0,0,,0.5703835102532863,0,1.2190684663932174,4,52,1.013
HH_006230,2011,ET_D114,7,0,0,,-0.8781119723971198,1,1.560413828618255,5,46,0.7809
HH_006231,2000,ET_D057,2,0,0,,-0.03772042280196197,1,,4,58,1.1622
HH_006232,2016,ET_D007,1,1,1,0,0.1226144256750702,0,1.2819821410164576,4,38,1.0326
HH_006233,2016,ET_D064,2,0,0,,-0.3701604708901842,0,-0.39575689449606544,8,38,1.0651
HH_006234,2011,ET_D001,1,1,1,0,,1,-0.6575505313044682,3,35,0.7124
HH_006235,2016,ET_D124,9,0,0,,0.4961657013285619,1,-1.7107194303910505,7,32,1.5019
HH_006236,2016,ET_D126,9,0,0,,,,,5,64,0.5779
HH_006237,2019,ET_D009,2,1,1,1,0.7883216760873327,1,0.708028855433128,4,45,0.7033
HH_006238,2000,ET_D132,11,0,0,,0.7887319698348569,,-0.6494623311327021,5,60,0.3915
HH_006239,2005,ET_D133,11,0,0,,-0.7834940051563852,0,,5,60,1.2796
HH_006240,2016,ET_D129,10,0,0,,0.6331157229292372,0,-0.18393277696517518,3,45,0.9789
HH_006241,2011,ET_D106,6,0,0,,-0.07816623669917921,0,-1.5822546897479128,6,58,0.5838
HH_006242,2016,ET_D097,5,0,0,,-0.519046665009201,0,,5,57,1.3766
HH_006243,2016,ET_D037,1,0,0,,0.5229014623441361,1,,1,61,0.6131
HH_006244,2016,ET_D037,1,0,0,,0.88813544554568,1,-1.4909483203950982,5,39,0.5021
HH_006245,2005,ET_D082,3,0,0,,-0.814833301670678,,0.49230435869321093,4,48,1.5166
HH_006246,2016,ET_D106,6,0,0,,0.14939681801079602,0,-0.8110385004353495,5,38,1.5145
HH_006247,2011,ET_D072,3,0,0,,-0.7505696636798638,0,1.4355470794963987,7,44,0.8099
HH_006248,2019,ET_D017,7,1,1,0,0.921193131125956,0,,3,55,0.6262
HH_006249,2005,ET_D040,1,0,0,,0.0013293200554694296,0,,5,67,1.0277
HH_006250,2016,ET_D034,1,0,0,,0.6643253491855897,0,0.46247780114393705,6,32,0.941
HH_006251,2016,ET_D016,2,1,0,-1,0.1110112700654701,0,,7,26,0.694
HH_006252,2016,ET_D072,3,0,0,,0.15485472601555877,0,0.647123240818028,1,39,1.4739
HH_006253,2000,ET_D043,1,0,0,,-0.09022418468784232,0,-0.7389559940838593,6,56,1.0756
HH_006254,2011,ET_D075,3,0,0,,,0,-2.3420232544683515,6,48,2.4978
HH_006255,2005,ET_D111,6,0,0,,-0.7843101626775302,0,0.7382083039723006,5,24,1.4849
HH_006256,2016,ET_D030,1,0,0,,0.0669942125154786,1,0.26591591508340146,6,30,1.2599
HH_006257,2000,ET_D126,9,0,0,,-0.07261438298681777,0,1.2927810265831763,5,47,0.8567
HH_006258,2016,ET_D129,10,0,0,,0.5265873571493491,0,1.8424041616287476,5,27,0.6156
HH_006259,2011,ET_D057,2,0,0,,-0.21285658432166082,0,-1.177216095018247,6,31,0.5711
HH_006260,2005,ET_D086,4,0,0,,1.0162725951707898,0,0.5134635285412764,1,40,1.4543
HH_006261,2005,ET_D122,8,0,0,,-0.2735335057743218,0,2.5212651971821978,4,57,1.2171
HH_006262,2016,ET_D035,1,0,0,,1.1414924227131067,0,,6,44,1.501
HH_006263,2005,ET_D056,2,0,0,,0.6703917644247666,0,-0.22528151125239682,5,54,0.8993
HH_006264,2016,ET_D113,7,0,0,,-0.27588203057720406,0,-1.3249861764570154,7,50,0.8037
HH_006265,2016,ET_D065,2,0,0,,,1,,6,48,0.6879
HH_006266,2019,ET_D019,1,0,0,,-0.07376371569013629,1,0.627343850639259,5,59,1.7048
HH_006267,2011,ET_D004,4,1,0,-1,0.5824061216836105,0,,2,40,0.9451
HH_006268,2016,ET_D045,2,0,0,,1.0025011384132565,0,0.8591628223733959,6,56,0.7583
HH_006269,2011,ET_D014,6,1,0,-2,0.6613155186842657,0,,8,48,0.816
HH_006270,2016,ET_D076,3,0,0,,-0.4128277179633913,0,-1.7384588830138679,6,35,0.8493
HH_006271,2011,ET_D039,1,0,0,,-0.5685054289565761,0,0.5937322725772892,5,45,0.4947
HH_006272,2019,ET_D092,4,0,0,,-0.19597475824284977,0,0.9793353959602069,7,58,0.9535
HH_006273,2011,ET_D069,2,0,0,,0.03325280977168035,0,1.1205052935961848,4,58,0.4562
HH_006274,2019,ET_D032,1,0,0,,-0.08256573927929131,1,,7,43,0.8097
HH_006275,2005,ET_D068,2,0,0,,,0,,2,18,1.3193
HH_006276,2019,ET_D070,3,0,0,,0.7890342891135899,0,,6,32,1.0811
HH_006277,2019,ET_D005,3,1,1,1,0.07901236321758631,1,,9,57,1.37
HH_006278,2016,ET_D008,1,1,1,0,,0,,6,38,0.6328
HH_006279,2019,ET_D097,5,0,0,,0.49051939469796846,1,0.298404059828573,2,55,1.0032
HH_006280,2011,ET_D007,1,1,0,-1,0.2808276573876263,,-0.13293517478692352,3,38,1.7141
HH_006281,2011,ET_D072,3,0,0,,0.032334039084183475,0,,3,46,0.4219
HH_006282,2016,ET_D113,7,0,0,,0.6698492020687036,1,,6,37,0.506
HH_006283,2011,ET_D118,7,0,0,,-0.3634954167400154,,0.18945282144967357,7,30,0.6556
HH_006284,2005,ET_D068,2,0,0,,0.04740442773556991,0,0.8164612754280387,2,52,1.0076
HH_006285,2016,ET_D086,4,0,0,,,1,-0.4518486536180874,5,58,1.6191
HH_006286,2016,ET_D086,4,0,0,,0.7588386307662801,1,0.09832091244711655,6,35,0.9479
HH_006287,2019,ET_D117,7,0,0,,0.395474590058183,0,,8,77,1.6119
HH_006288,2005,ET_D017,7,1,0,-3,,0,,2,51,0.8765
HH_006289,2016,ET_D029,1,0,0,,1.408708214053786,1,1.2708598426089546,2,32,1.1366
HH_006290,2011,ET_D020,1,0,0,,0.4323967607662419,0,0.08037170361122242,6,30,2.3257
HH_006291,2005,ET_D126,9,0,0,,-0.21682498057712668,0,1.156711568002753,4,51,1.2794
HH_006292,2005,ET_D087,4,0,0,,0.7465811273877967,0,0.7063974991568311,5,38,1.0347
HH_006293,2019,ET_D030,1,0,0,,0.04926267712797866,1,,2,30,0.6749
HH_006294,2016,ET_D114,7,0,0,,0.08505398736870334,0,-0.32096565596792925,5,28,0.6673
HH_006295,2005,ET_D099,5,0,0,,0.3633350910864076,0,-0.8300064928100337,3,48,0.5498
HH_006296,2016,ET_D057,2,0,0,,0.7521455147075706,0,2.9631666423829435,4,32,1.0169
HH_006297,2000,ET_D039,1,0,0,,-0.5144972885700706,0,-1.0877051115941052,4,44,1.4658
HH_006298,2016,ET_D028,1,0,0,,0.4835165826612987,1,-1.1517371820814781,3,40,0.8185
HH_006299,2016,ET_D018,1,0,0,,0.11508277911220616,0,1.0612568834828697,5,55,0.5962
HH_006300,2019,ET_D119,7,0,0,,0.7039016176557163,0,0.685306791205392,4,56,0.368
HH_006301,2016,ET_D135,11,0,0,,0.531096181430394,1,1.8611435576749822,6,44,1.3642
HH_006302,2005,ET_D064,2,0,0,,0.4629374037589918,0,-1.8185053778900293,5,39,0.8319
HH_006303,2005,ET_D008,1,1,0,-2,,1,,5,42,1.2645
HH_006304,2019,ET_D012,1,1,1,0,0.8275433523224223,1,0.9268725086305087,3,51,1.1044
HH_006305,2011,ET_D091,4,0,0,,0.005430232428478177,0,3.089543597197782,3,24,1.4763
HH_006306,2011,ET_D062,2,0,0,,-1.3052792927955132,1,-1.3805712853101983,7,42,1.0005
HH_006307,2000,ET_D082,3,0,0,,-0.18663476112816174,0,-0.9943996216555777,4,54,1.1253
HH_006308,2016,ET_D069,2,0,0,,0.23663375822344435,0,,7,49,1.4201
HH_006309,2005,ET_D096,5,0,0,,-0.06018124486558585,0,,1,37,0.9015
HH_006310,2019,ET_D010,3,1,1,1,1.4765758729940952,0,,6,36,1.0362
HH_006311,2019,ET_D080,3,0,0,,0.7657883047183893,0,-0.2654169616739056,7,28,0.8361
HH_006312,2019,ET_D122,8,0,0,,1.0257516630040673,0,0.2120520308010307,5,18,1.8657
HH_006313,2000,ET_D068,2,0,0,,0.3512165794176223,0,-0.006128999344663391,6,41,1.1578
HH_006314,2019,ET_D090,4,0,0,,0.987439573178799,,-0.8532930376552496,4,30,1.7032
HH_006315,2019,ET_D097,5,0,0,,-0.4208938242063379,1,,3,44,1.3821
HH_006316,2005,ET_D055,2,0,0,,0.40802385385505147,0,0.11502920893067678,4,46,0.8587
HH_006317,2000,ET_D061,2,0,0,,0.4258854616224027,0,0.17763852386209542,7,53,1.0592
HH_006318,2019,ET_D132,11,0,0,,0.27208002272330695,0,,4,33,0.7644
HH_006319,2000,ET_D064,2,0,0,,0.16331670397344963,,,5,32,1.4926
HH_006320,2011,ET_D064,2,0,0,,-0.05250173585958176,0,-0.06865705745587194,8,50,0.5403
HH_006321,2011,ET_D073,3,0,0,,0.7892134848863466,1,-1.1139363603575683,4,28,0.7042
HH_006322,2016,ET_D084,4,0,0,,0.15844588643820773,0,-0.644182602682618,5,48,0.9786
HH_006323,2011,ET_D138,12,0,0,,0.026487049976538057,1,-0.97525920740608,4,59,0.6601
HH_006324,2005,ET_D091,4,0,0,,0.5332363014193018,0,-0.14537234165930396,5,47,0.7578
HH_006325,2000,ET_D109,6,0,0,,0.1386793313476649,1,,3,53,0.4052
HH_006326,2016,ET_D123,8,0,0,,0.6587295371590141,1,1.5654269696796164,4,51,0.47
HH_006327,2000,ET_D094,4,0,0,,0.5561618080302745,0,,6,40,0.7774
HH_006328,2016,ET_D008,1,1,1,0,-0.11523784016047789,0,0.7652042296843843,7,25,0.9845
HH_006329,2005,ET_D010,3,1,0,-2,0.6562199720079334,,,5,43,1.952
HH_006330,2011,ET_D103,5,0,0,,-0.2656019342636294,0,,4,45,1.572
HH_006331,2011,ET_D061,2,0,0,,0.4638837577097326,0,0.8878064577821672,6,58,0.8379
HH_006332,2011,ET_D017,7,1,0,-2,0.5662666786831848,0,,2,39,0.8939
HH_006333,2019,ET_D016,2,1,1,0,-0.26568401558915744,1,1.5103242146989266,3,24,1.0691
HH_006334,2000,ET_D030,1,0,0,,-0.0420267456253931,1,-0.5986144281779884,3,35,0.5713
HH_006335,2016,ET_D092,4,0,0,,0.3811641756093537,0,0.9163539269757222,4,41,1.0494
HH_006336,2011,ET_D075,3,0,0,,0.705292717305575,0,-0.6937051117563517,2,47,1.233
HH_006337,2019,ET_D001,1,1,1,2,0.09945486904604939,1,0.33769870931981977,7,38,1.0992
HH_006338,2011,ET_D021,1,0,0,,-1.005527004572848,0,-3.3089335631768724,6,57,1.2863
HH_006339,2005,ET_D138,12,0,0,,0.3000727710463993,0,-1.3454278970448528,4,46,1.3474
HH_006340,2016,ET_D077,3,0,0,,0.17846966601032527,0,1.2917064472302255,7,32,0.5751
HH_006341,2019,ET_D088,4,0,0,,-0.1813386326661497,0,0.40895951822317633,7,46,1.0019
HH_006342,2019,ET_D136,12,0,0,,-0.4364538792782252,0,,5,23,0.579
HH_006343,2011,ET_D054,2,0,0,,0.3820413873392434,1,,8,63,1.3262
HH_006344,2000,ET_D017,7,1,0,-4,-0.11120391401789792,0,-0.7769633102138551,4,37,0.7082
HH_006345,2016,ET_D004,4,1,1,0,1.3838942117112494,0,,7,39,0.8827
HH_006346,2011,ET_D118,7,0,0,,0.992856163382209,0,-0.15062877980076333,2,43,1.4666
HH_006347,2016,ET_D109,6,0,0,,0.8993097970521369,0,1.0687725347666068,8,30,1.03
HH_006348,2016,ET_D107,6,0,0,,0.6305153802799537,0,-1.6411128017987267,5,53,0.7792
HH_006349,2011,ET_D057,2,0,0,,0.27416257139124506,0,,6,66,0.8781
HH_006350,2005,ET_D005,3,1,0,-2,0.3143317001260093,,-0.03854847112007246,8,45,0.7823
HH_006351,2005,ET_D023,1,0,0,,0.885523703270247,0,-1.8516835969320482,3,41,0.6663
HH_006352,2000,ET_D009,2,1,0,-3,0.4994950921372929,0,1.5105011850744057,4,37,1.2499
HH_006353,2019,ET_D121,8,0,0,,0.7994483373338344,0,-0.6146829367618487,3,47,0.8036
HH_006354,2019,ET_D082,3,0,0,,-0.11281818465096222,0,0.13564302228037795,3,67,0.9743
HH_006355,2005,ET_D003,2,1,0,-2,0.30707018784956336,,0.46293163645747554,6,54,0.4593
HH_006356,2011,ET_D008,1,1,0,-1,0.06680061152338113,0,-0.14683719205497997,1,52,1.3663
HH_006357,2005,ET_D096,5,0,0,,-0.14766026015985856,0,-0.38793768819356184,6,18,0.9474
HH_006358,2016,ET_D064,2,0,0,,-0.36074289203081167,0,-1.501981678482811,5,51,0.5565
HH_006359,2011,ET_D094,4,0,0,,0.466923263398479,0,-0.5233317870143805,6,38,0.7313
HH_006360,2016,ET_D014,6,1,0,-1,-0.015634272910412417,0,-1.5194353168080614,2,58,0.958
HH_006361,2019,ET_D108,6,0,0,,0.3934752928705544,0,-1.3972008413254555,8,58,0.9494
HH_006362,2000,ET_D095,4,0,0,,0.610387070247489,0,-0.7428222927609293,7,46,0.7221
HH_006363,2019,ET_D016,2,1,1,0,0.1342110295452592,0,0.3245789350756154,4,70,1.0891
HH_006364,2016,ET_D133,11,0,0,,-0.10932589607564411,1,0.486805268453974,11,60,1.2501
HH_006365,2011,ET_D022,1,0,0,,0.6388376051872622,0,-0.8316405684649677,3,53,0.5166
HH_006366,2019,ET_D043,1,0,0,,0.1925022785822903,0,,4,50,0.3024
HH_006367,2016,ET_D132,11,0,0,,-0.4302897843877578,,,2,31,0.7196
HH_006368,2016,ET_D060,2,0,0,,0.5102531384396604,0,,6,28,1.0595
HH_006369,2000,ET_D102,5,0,0,,-0.1251246075350889,0,,8,56,0.7074
HH_006370,2019,ET_D095,4,0,0,,-0.31575214469568835,0,1.2000524418488134,6,46,1.4467
HH_006371,2016,ET_D063,2,0,0,,0.7616749782453107,0,-1.6513211280845475,5,35,0.557
HH_006372,2011,ET_D047,2,0,0,,0.20659030318803642,1,0.353187969404623,3,56,0.5232
HH_006373,2019,ET_D075,3,0,0,,-0.09409649664999409,0,2.5432561819414246,5,34,0.7625
HH_006374,2000,ET_D021,1,0,0,,0.07914762637948011,,1.3868122797999634,6,43,1.2942
HH_006375,2019,ET_D117,7,0,0,,0.5066066596292155,0,-0.9045559604357023,7,57,1.097
HH_006376,2019,ET_D091,4,0,0,,1.1444005825047245,0,0.2505119770004765,2,53,0.9323
HH_006377,2000,ET_D061,2,0,0,,0.3281653497499587,0,0.6934628787777712,7,54,1.908
HH_006378,2011,ET_D013,2,1,0,-2,0.7065498638716596,0,,3,52,1.6008
HH_006379,2011,ET_D054,2,0,0,,0.2849394021228606,0,,1,44,1.1038
HH_006380,2011,ET_D006,5,1,0,-1,0.4448221417534566,1,-0.2439690280466432,7,54,1.0765
HH_006381,2016,ET_D028,1,0,0,,0.49610716707745595,0,1.9617730313519663,4,43,0.76
HH_006382,2011,ET_D020,1,0,0,,0.6475466480405031,0,0.3647835578619334,6,42,0.7215
HH_006383,2011,ET_D135,11,0,0,,,1,1.6808357598868107,5,49,0.4357
HH_006384,2005,ET_D018,1,0,0,,0.12281814756671905,1,-1.9531739715397096,6,63,0.7691
HH_006385,2005,ET_D005,3,1,0,-2,,0,0.5691544068051198,6,57,1.3076
HH_006386,2016,ET_D071,3,0,0,,0.4870802610747792,0,-0.8969615467879062,4,45,1.3255
HH_006387,2011,ET_D132,11,0,0,,0.6735116567341759,0,0.21590782312905393,3,43,1.2282
HH_006388,2005,ET_D001,1,1,0,-1,0.5725411995256928,0,0.7582965531002548,5,57,2.1518
HH_006389,2019,ET_D103,5,0,0,,0.7940867658204536,0,0.6871494606503223,2,36,1.3056
HH_006390,2016,ET_D021,1,0,0,,0.4728445973691325,0,-1.1396342432243787,2,41,1.1846
HH_006391,2005,ET_D037,1,0,0,,0.8540279083304877,0,-0.8778936641629773,8,44,0.3033
HH_006392,2019,ET_D113,7,0,0,,,1,-0.8970337454582034,2,33,1.1759
HH_006393,2011,ET_D115,7,0,0,,0.3205618448925587,0,-0.9830229395203188,5,43,0.9812
HH_006394,2019,ET_D045,2,0,0,,0.3109789931963847,0,0.35040718747896726,5,48,0.7106
HH_006395,2016,ET_D040,1,0,0,,0.6045037913552194,0,-0.4775268700455833,2,50,1.2912
